Sample.mat	Event.label	Event.device	Event.comment	Event.date	Season	Season.moment	Month	Season.code	Season.moment.code	Latitude	Longitude	Env.feature	Depth.nominal	Depth.top.min	Depth.bottom.max	Method	Marine.biome	Ocean.region	Biogeographical.province	pH	CO2	CO2.partial.pressure	CO2.fugacity	HCO3	CO3	Carbon.total	Alkalinity.total	Calcite.saturation.state	Aragonite.saturation.state	NO2	PO4	NO2NO3	Si	NO3	Temperature	Conductivity	Salinity	Density	Oxygen	ChlorophyllA	Ang.scat.coef.470nm	Opt.backscat.coef.470nm	Part.backscat.coef	Fluorescence	Opt.beam.att.coef.660nm	Part.beam.att.coef	PAR.PC	PAR.TO	Ice.free.period	Moon.phase.prop	Sunshine.duration	Iron.5m	Iron.5m.v2	Ammonium.5m	NO2.5m	NO3.5m	NPP.uqartakuvik	NPP.vgpm	Gradient.Surface.temp.SST.	Okubo.Weiss	Lyapunov	Residence.time	acCDOM	acCDOM.atsushi	sCDOM.atsushi	Depth.euph.zone	Depth.Mixed.Layer	Depth.chloro.max	Depth.max.Brunt.Väisälä	Depth.Max.O2	Depth.Min.O2	Depth.nitracline	Carbon.flux	miTAG.SILVA.Taxo.Richness	miTAG.SILVA.Phylo.Diversity	miTAG.SILVA.Chao	miTAG.SILVA.ace	miTAG.SILVA.Shannon	OG.Shannon	OG.Richness	OG.Evenness	FC.heterotrophs.cells.mL	FC.autotrophs.cells.mL	FC.bacteria.cells.mL	FC.picoeukaryotes.cells.mL	minimum.generation.time.h
TARA_089_SRF	TARA_20110127T1028Z_089_EVENT_NET	plankton net [NET-DOUBLE-20]+[SIEVE-180]	none	2011-01-27T10:28	summer	early	1	2	1	-57.7739	-66.9698	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209)	5	3	7	SEQ-(500mL-or-15min)_N20-180	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	8.1004	17.224289	339.927425	338.563646	NA	NA	NA	NA	NA	NA	0.243	1.609	22.01	3.293	NA	5.8264	33.369299	34.0449	26.8197	289.726	1.063054	NA	NA	NA	NA	NA	NA	NA	30.055549	365	0.4	993	9.97031186974103e-06	9.97e-06	0.11674777790904	0.562460814913114	17.2036894162496	NA	NA	0.50909	0.641371	0.107152	0	0.0100297415629029	NA	NA	78.493293762207	130	21	122	13	127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_089_SRF	TARA_20110127T0934Z_089_EVENT_NET	plankton net [NET-BONGO-180]+[SIEVE-2000]	none	2011-01-27T09:34	summer	early	1	2	1	-57.7558	-67.0324	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209)	5	3	7	SEQ-(500mL-or-15min)_N180-2000	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	8.1004	17.224289	339.927425	338.563646	NA	NA	NA	NA	NA	NA	0.243	1.609	22.01	3.293	NA	5.8264	33.369299	34.0449	26.8197	289.726	1.063054	NA	NA	NA	NA	NA	NA	NA	30.055549	365	0.4	993	9.97031186974103e-06	9.97e-06	0.11674777790904	0.562460814913114	17.2036894162496	NA	NA	0.50909	0.641371	0.107152	0	0.0101675125770271	NA	NA	78.7134284973145	130	21	122	13	127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_096_DCM	TARA_20110324T1912Z_096_Combined-EVENTS_CAST	Rosette Vertical Sampling System [RVSS]	[Device: equipped with [SENSORS] SEABIRD components, WETLabs optical sensors, HYDROPTIC Underwater Vision Profiler (UVP), SATLANTIC In Situ Ultraviolet Spectrophotometer nitrate sensor (ISUS) and [NISKIN] 10 Niskin bottles (6 x 8-L and 4 x 12-L) equipped with silicon and Teflon parts] [Engineer's log: Multiple casts were made to collect large volumes of water from a discrete depth. The following casts were used:TARA_20110324T1912Z_096_EVENT_CAST, TARA_20110324T2020Z_096_EVENT_CAST, TARA_20110324T2154Z_096_EVENT_CAST, TARA_20110324T2253Z_096_EVENT_CAST] [Curator's log: Multiple casts were made to collect large volumes of water from a discrete depth. The following casts were used:TARA_20110324T1912Z_096_EVENT_CAST, TARA_20110324T2020Z_096_EVENT_CAST, TARA_20110324T2154Z_096_EVENT_CAST, TARA_20110324T2253Z_096_EVENT_CAST]	2011-03-24T19:09:46	autumn	early	3	3	1	-29.668	-101.2285	discrete depth within the epipelagic zone (ENVO:00000209) within the photic zone (ENVO:00000209), <10 m from a strong peak in chlorophyll fluorescence	155	153	157	SEQ-(100L-or-15min)_W>0.8	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.181	NA	0.5315	0	18.12644	46.48458	35.33263	25.50222	220.19105	0.166728	0.000133	0.00045	0.002111	1.847651	0.063907	-0.010538	NA	0.24476	365	0.71	722	0.000148684310564325	0.0001486843106	0.0101898570234577	0.0732210210214059	0.106033051076035	NA	NA	0.3657	0.047596	0.056696	0	0.00246647500898689	NA	NA	147.632270812988	46	153	57	77	260	243	0.777367388888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_096_DCM	TARA_20110324T1912Z_096_Combined-EVENTS_CAST	Rosette Vertical Sampling System [RVSS]	[Device: equipped with [SENSORS] SEABIRD components, WETLabs optical sensors, HYDROPTIC Underwater Vision Profiler (UVP), SATLANTIC In Situ Ultraviolet Spectrophotometer nitrate sensor (ISUS) and [NISKIN] 10 Niskin bottles (6 x 8-L and 4 x 12-L) equipped with silicon and Teflon parts] [Engineer's log: Multiple casts were made to collect large volumes of water from a discrete depth. The following casts were used:TARA_20110324T1912Z_096_EVENT_CAST, TARA_20110324T2020Z_096_EVENT_CAST, TARA_20110324T2154Z_096_EVENT_CAST, TARA_20110324T2253Z_096_EVENT_CAST] [Curator's log: Multiple casts were made to collect large volumes of water from a discrete depth. The following casts were used:TARA_20110324T1912Z_096_EVENT_CAST, TARA_20110324T2020Z_096_EVENT_CAST, TARA_20110324T2154Z_096_EVENT_CAST, TARA_20110324T2253Z_096_EVENT_CAST]	2011-03-24T19:09:46	autumn	early	3	3	1	-29.668	-101.2285	discrete depth within the epipelagic zone (ENVO:00000209) within the photic zone (ENVO:00000209), <10 m from a strong peak in chlorophyll fluorescence	155	153	157	SEQ-(100L-or-15min)_W0.8-5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.181	NA	0.5315	0	18.12644	46.48458	35.33263	25.50222	220.19105	0.166728	0.000133	0.00045	0.002111	1.847651	0.063907	-0.010538	NA	0.24476	365	0.71	722	0.000148684310564325	0.0001486843106	0.0101898570234577	0.0732210210214059	0.106033051076035	NA	NA	0.3657	0.047596	0.056696	0	0.00246647500898689	NA	NA	147.632270812988	46	153	57	77	260	243	0.777367388888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_096_DCM	TARA_20110324T1912Z_096_Combined-EVENTS_CAST	Rosette Vertical Sampling System [RVSS]	[Device: equipped with [SENSORS] SEABIRD components, WETLabs optical sensors, HYDROPTIC Underwater Vision Profiler (UVP), SATLANTIC In Situ Ultraviolet Spectrophotometer nitrate sensor (ISUS) and [NISKIN] 10 Niskin bottles (6 x 8-L and 4 x 12-L) equipped with silicon and Teflon parts] [Engineer's log: Multiple casts were made to collect large volumes of water from a discrete depth. The following casts were used:TARA_20110324T1912Z_096_EVENT_CAST, TARA_20110324T2020Z_096_EVENT_CAST, TARA_20110324T2154Z_096_EVENT_CAST, TARA_20110324T2253Z_096_EVENT_CAST] [Curator's log: Multiple casts were made to collect large volumes of water from a discrete depth. The following casts were used:TARA_20110324T1912Z_096_EVENT_CAST, TARA_20110324T2020Z_096_EVENT_CAST, TARA_20110324T2154Z_096_EVENT_CAST, TARA_20110324T2253Z_096_EVENT_CAST]	2011-03-24T19:09:46	autumn	early	3	3	1	-29.668	-101.2285	discrete depth within the epipelagic zone (ENVO:00000209) within the photic zone (ENVO:00000209), <10 m from a strong peak in chlorophyll fluorescence	155	153	157	SEQ-(500mL-or-15min)_W5-20	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.181	NA	0.5315	0	18.12644	46.48458	35.33263	25.50222	220.19105	0.166728	0.000133	0.00045	0.002111	1.847651	0.063907	-0.010538	NA	0.24476	365	0.71	722	0.000148684310564325	0.0001486843106	0.0101898570234577	0.0732210210214059	0.106033051076035	NA	NA	0.3657	0.047596	0.056696	0	0.00246647500898689	NA	NA	147.632270812988	46	153	57	77	260	243	0.777367388888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_096_DCM	TARA_20110324T2322Z_096_EVENT_NET	plankton net [NET-BONGO-180]+[SIEVE-2000]	[Logsheet: (Karp-Boss, Tirichine, Searson) Mesh Size : Bongo 180 DCM. The net average depth is 143/5 m]	2011-03-24T23:22	autumn	early	3	3	1	-29.6254	-101.3632	discrete depth within the epipelagic zone (ENVO:00000209) within the photic zone (ENVO:00000209), <10 m from a strong peak in chlorophyll fluorescence	155	153	157	SEQ-(500mL-or-15min)_N180-2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.181	NA	0.5315	0.007231	18.12419	46.481405	35.33159	25.50184	220.34905	0.164945	0.000133	0.00045	0.002111	1.841721	0.063456	-0.002652	NA	0.273242	365	0.71	722	0.000148684310564325	0.0001486843106	0.0101898570234577	0.0732210210214059	0.106033051076035	NA	NA	0.27788	0.047596	0.056696	0	NA	NA	NA	149.534454345703	44	153	55	81	260	120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_096_SRF	TARA_20110324T2104Z_096_EVENT_NET	plankton net [NET-BONGO-180]+[SIEVE-2000]	[Logsheet: (Karp-Boss, Tirichine, Searson) Mesh size : Bongo 180 Pro L. Seastate lies between 3 and 4. The det average depth is 4/ 6 m]	2011-03-24T21:04	autumn	early	3	3	1	-29.646	-101.2916	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209)	5	3	7	SEQ-(500mL-or-15min)_N180-2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.028524	12.400552	426.664877	425.301903	NA	NA	NA	NA	NA	NA	0	0.1575	NA	0.5305	0.471415	23.85253	52.887855	35.76715	24.266285	204.5694	0.080339	0.000114	0.000323	0.001979	1.502944	0.061437	-0.013008	NA	39.128041	365	0.71	722	0.000148684310564325	0.0001486843106	0.0101898570234577	0.0732210210214059	0.106033051076035	NA	77.9266	0.40664	0.047596	0.056696	0	NA	NA	NA	148.11156463623	47	159	57	78	260	240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_096_SRF	TARA_20110324T1300Z_096_EVENT_PUMP	high volume peristaltic pump [HVP-PUMP]	[Logsheet: (Karp-Boss) There is black debris (probably from nose)- seems to get more debreis with time > getting worst]	2011-03-24T13:00	autumn	early	3	3	1	-29.7238	-101.1604	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209)	5	3	7	SEQ-(100L-or-15min)_W>0.8	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.028524	12.400552	426.664877	425.301903	NA	NA	NA	NA	NA	NA	0	0.1575	NA	0.5305	0.149932	23.84533	52.882512	35.76868	24.269535	204.54175	0.070669	0.000114	0.000323	0.001979	1.521211	0.068969	-0.005476	NA	39.162501	365	0.71	722	0.000148684310564325	0.0001486843106	0.0101898570234577	0.0732210210214059	0.106033051076035	NA	77.9266	0.13056	0.047596	0.056696	0	0.00255415018182248	NA	NA	147.518119812012	49	153	60	82	927	330	0.808586777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_096_SRF	TARA_20110324T1300Z_096_EVENT_PUMP	high volume peristaltic pump [HVP-PUMP]	[Logsheet: (Karp-Boss) There is black debris (probably from nose)- seems to get more debreis with time > getting worst]	2011-03-24T13:00	autumn	early	3	3	1	-29.7238	-101.1604	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209)	5	3	7	SEQ-(100L-or-15min)_W0.8-5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.028524	12.400552	426.664877	425.301903	NA	NA	NA	NA	NA	NA	0	0.1575	NA	0.5305	0.149932	23.84533	52.882512	35.76868	24.269535	204.54175	0.070669	0.000114	0.000323	0.001979	1.521211	0.068969	-0.005476	NA	39.162501	365	0.71	722	0.000148684310564325	0.0001486843106	0.0101898570234577	0.0732210210214059	0.106033051076035	NA	77.9266	0.13056	0.047596	0.056696	0	0.00255415018182248	NA	NA	147.518119812012	49	153	60	82	927	330	0.808586777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_096_SRF	TARA_20110324T1607Z_096_EVENT_NET	plankton net [NET-SINGLE-5]+[SIEVE-20]	[Logsheet: (Karp-Boss, Tirichine, Searson) The depth recorder SN is usually on WPII 50 µm. The net average depth is 6 m . PROTIST NET/ a]	2011-03-24T16:07	autumn	early	3	3	1	-29.6597	-101.2351	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209)	5	3	7	SEQ-(500mL-or-15min)_N5-20	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.028524	12.400552	426.664877	425.301903	NA	NA	NA	NA	NA	NA	0	0.1575	NA	0.5305	0.149932	23.84533	52.882512	35.76868	24.269535	204.54175	0.070669	0.000114	0.000323	0.001979	1.521211	0.068969	-0.005476	NA	39.162501	365	0.71	722	0.000148684310564325	0.0001486843106	0.0101898570234577	0.0732210210214059	0.106033051076035	NA	77.9266	0.58554	0.047596	0.056696	0	0.00248319329693913	NA	NA	147.632270812988	48	148	57	75	383	334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_096_SRF	TARA_20110324T1427Z_096_EVENT_NET	plankton net [NET-DOUBLE-20]+[SIEVE-180]	[Logsheet: (Karp-Boss, Tirichine, Searson) Average net depth: 8/2 m]	2011-03-24T14:27	autumn	early	3	3	1	-29.6954	-101.1897	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209)	5	3	7	SEQ-(500mL-or-15min)_N20-180	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.028524	12.400552	426.664877	425.301903	NA	NA	NA	NA	NA	NA	0	0.1575	NA	0.5305	0.149932	23.84533	52.882512	35.76868	24.269535	204.54175	0.070669	0.000114	0.000323	0.001979	1.521211	0.068969	-0.005476	NA	39.162501	365	0.71	722	0.000148684310564325	0.0001486843106	0.0101898570234577	0.0732210210214059	0.106033051076035	NA	77.9266	0.13056	0.047596	0.056696	0	0.00254848902113736	NA	NA	147.518119812012	49	153	60	82	927	330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_095_SRF	TARA_20110321T1301Z_095_EVENT_PUMP	high volume peristaltic pump [HVP-PUMP]	none	2011-03-21T13:01	autumn	early	3	3	1	-31.4424	-93.9597	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209)	5	3	7	SEQ-(100L-or-15min)_W>0.8	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.033356	12.603852	415.606698	414.255246	0	0.0018	8e-04	0	0	4e-04	0	0.2235	0.08	0.408	0.006109	22.4257	50.318129	34.934	24.048488	211.15225	0.10955	0.000142	0.000446	0.002096	1.598008	0.085252	0.039233	NA	36.208597	365	0.95	727	1.13139364354235e-05	1.13e-05	0.0117204911075532	0.07220309227705	1.10690975872179	NA	NA	0.51654	-0.009759	0.016148	3.388889	0.00499278539791703	NA	NA	120.68531036377	37	88	48	54	975	201	0.938427777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_095_SRF	TARA_20110321T1301Z_095_EVENT_PUMP	high volume peristaltic pump [HVP-PUMP]	none	2011-03-21T13:01	autumn	early	3	3	1	-31.4424	-93.9597	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209)	5	3	7	SEQ-(500mL-or-15min)_N20-180	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.033356	12.603852	415.606698	414.255246	0	0.0018	8e-04	0	0	4e-04	0	0.2235	0.08	0.408	0.006109	22.4257	50.318129	34.934	24.048488	211.15225	0.10955	0.000142	0.000446	0.002096	1.598008	0.085252	0.039233	NA	36.208597	365	0.95	727	1.13139364354235e-05	1.13e-05	0.0117204911075532	0.07220309227705	1.10690975872179	NA	NA	0.51654	-0.009759	0.016148	3.388889	0.00499278539791703	NA	NA	120.68531036377	37	88	48	54	975	201	0.938427777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_095_SRF	TARA_20110321T1301Z_095_EVENT_PUMP	high volume peristaltic pump [HVP-PUMP]	none	2011-03-21T13:01	autumn	early	3	3	1	-31.4424	-93.9597	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209)	5	3	7	SEQ-(100L-or-15min)_W0.8-5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.033356	12.603852	415.606698	414.255246	0	0.0018	8e-04	0	0	4e-04	0	0.2235	0.08	0.408	0.006109	22.4257	50.318129	34.934	24.048488	211.15225	0.10955	0.000142	0.000446	0.002096	1.598008	0.085252	0.039233	NA	36.208597	365	0.95	727	1.13139364354235e-05	1.13e-05	0.0117204911075532	0.07220309227705	1.10690975872179	NA	NA	0.51654	-0.009759	0.016148	3.388889	0.00499278539791703	NA	NA	120.68531036377	37	88	48	54	975	201	0.938427777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_095_SRF	TARA_20110321T1644Z_095_EVENT_NET	plankton net [NET-BONGO-180]+[SIEVE-2000]	none	2011-03-21T16:44	autumn	early	3	3	1	-31.409	-93.9464	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209)	5	3	7	SEQ-(500mL-or-15min)_N180-2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.033356	12.603852	415.606698	414.255246	0	0.0018	8e-04	0	0	4e-04	0	0.2235	0.08	0.408	0.006109	22.4257	50.318129	34.934	24.048488	211.15225	0.10955	0.000142	0.000446	0.002096	1.598008	0.085252	0.039233	NA	35.940969	365	0.95	727	1.13139364354235e-05	1.13e-05	0.0117204911075532	0.07220309227705	1.10690975872179	NA	NA	0.56267	-0.009759	0.016148	3.388889	0.00473202113062143	NA	NA	123.440063476562	37	92	46	54	201	199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_094_SRF	TARA_20110318T1526Z_094_EVENT_NET	plankton net [NET-BONGO-180]+[SIEVE-2000]	none	2011-03-18T15:26	summer	late	3	2	3	-32.7404	-87.0992	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209)	5	3	7	SEQ-(500mL-or-15min)_N180-2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.052847	12.378079	394.0586	392.757006	0	0.00325	0.0013	0.00115	0	0.0015	0.001	0.2425	0.029	0.103	0	21.121575	48.667479	34.682538	24.219275	219.015	0.147303	0.000223	0.000924	0.002574	1.669572	0.11418	0.079375	NA	30.750914	365	0.97	734	4.53898519481299e-06	4.54e-06	0.00562962951759497	0.0602486400554577	6.15088709195455	NA	389.625	0.46967	0.023496	0.05823	1.694444	0.0113286757841706	NA	NA	82.5662269592285	47	58	58	53	297	267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_094_SRF	TARA_20110318T1157Z_094_EVENT_PUMP	high volume peristaltic pump [HVP-PUMP]	none	2011-03-18T11:57	summer	late	3	2	3	-32.7971	-87.0693	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209)	5	3	7	SEQ-(100L-or-15min)_W>0.8	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.052847	12.378079	394.0586	392.757006	0	0.00325	0.0013	0.00115	0	0.0015	0.001	0.2425	0.029	0.103	0	21.121575	48.667479	34.682538	24.219275	219.015	0.147303	0.000223	0.000924	0.002574	1.669572	0.11418	0.079375	NA	30.219108	365	0.97	734	4.53898519481299e-06	4.54e-06	0.00562962951759497	0.0602486400554577	6.15088709195455	NA	389.625	0.05004	0.023496	0.05823	1.694444	0.0114020695909858	NA	NA	82.8795967102051	48	60	58	54	296	269	2.94145211111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_094_SRF	TARA_20110318T1157Z_094_EVENT_PUMP	high volume peristaltic pump [HVP-PUMP]	none	2011-03-18T11:57	summer	late	3	2	3	-32.7971	-87.0693	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209)	5	3	7	SEQ-(100L-or-15min)_W0.8-5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.052847	12.378079	394.0586	392.757006	0	0.00325	0.0013	0.00115	0	0.0015	0.001	0.2425	0.029	0.103	0	21.121575	48.667479	34.682538	24.219275	219.015	0.147303	0.000223	0.000924	0.002574	1.669572	0.11418	0.079375	NA	30.219108	365	0.97	734	4.53898519481299e-06	4.54e-06	0.00562962951759497	0.0602486400554577	6.15088709195455	NA	389.625	0.05004	0.023496	0.05823	1.694444	0.0114020695909858	NA	NA	82.8795967102051	48	60	58	54	296	269	2.94145211111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_094_SRF	TARA_20110318T2102Z_094_EVENT_NET	plankton net [NET-SINGLE-5]+[SIEVE-20]	none	2011-03-18T21:02	summer	late	3	2	3	-32.7969	-87.086	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209)	5	3	7	SEQ-(500mL-or-15min)_N5-20	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.052847	12.378079	394.0586	392.757006	0	0.00325	0.0013	0.00115	0	0.0015	0.001	0.2425	0.029	0.103	0	21.121575	48.667479	34.682538	24.219275	219.015	0.147303	0.000223	0.000924	0.002574	1.669572	0.11418	0.079375	NA	30.219108	365	0.97	734	4.53898519481299e-06	4.54e-06	0.00562962951759497	0.0602486400554577	6.15088709195455	NA	389.625	0.46967	0.023496	0.05823	1.694444	0.0114020695909858	NA	NA	82.8795967102051	47	58	58	53	297	267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_094_SRF	TARA_20110318T2019Z_094_EVENT_NET	plankton net [NET-DOUBLE-20]+[SIEVE-180]	none	2011-03-18T20:19	summer	late	3	2	3	-32.7954	-87.0839	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209)	5	3	7	SEQ-(500mL-or-15min)_N20-180	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.052847	12.378079	394.0586	392.757006	0	0.00325	0.0013	0.00115	0	0.0015	0.001	0.2425	0.029	0.103	0	21.121575	48.667479	34.682538	24.219275	219.015	0.147303	0.000223	0.000924	0.002574	1.669572	0.11418	0.079375	NA	30.219108	365	0.97	734	4.53898519481299e-06	4.54e-06	0.00562962951759497	0.0602486400554577	6.15088709195455	NA	389.625	0.46967	0.023496	0.05823	1.694444	0.0114020695909858	NA	NA	82.8795967102051	47	58	58	53	297	267	2.94145211111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_093_SRF	TARA_20110312T1722Z_093_EVENT_NET	plankton net [NET-BONGO-180]+[SIEVE-2000]	none	2011-03-12T17:22	summer	late	3	2	3	-34.0374	-73.09	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209), <50 m from a weak nutricline (ENVO:01000260), with a difference in nitrate concentrations of 5-10 micromoles per kilogramme between 10 m and the depth of the nutricline, <50 m from a strong peak in chlorophyll fluorescence	5	3	7	SEQ-(500mL-or-15min)_N180-2000	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	8.092858	12.065853	352.28385	351.07557	0	0.0114	0.0218	0	8e-04	0.0014	0.03975	0.52125	0.2115	0.1445	0	18.122955	45.221506	34.31598	24.71804	243.0408	0.361109	0.00054	0.003132	0.004784	2.590248	0.283191	0.252325	NA	18.090745	365	0.45	746	3.97358015410039e-06	NA	0.0408711628988385	0.175246051202218	11.336968421936	NA	1547.255	0.37184	0.061918	NA	3.25	0.0684164203703403	NA	NA	35.8692245483398	22	29	33	25	165	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_093_SRF	TARA_20110312T1134Z_093_EVENT_PUMP	high volume peristaltic pump [HVP-PUMP]	none	2011-03-12T11:34	summer	late	3	2	3	-34.0614	-73.1066	discrete depth within the epipelagic zone (ENVO:00000209) at the top of the photic zone (ENVO:00000209), <50 m from a strong nutricline (ENVO:01000260), with a difference in nitrate concentrations of >10 micromoles per kilogramme between 10 m and the depth of the nutricline	5	3	7	SEQ-(500mL-or-15min)_N20-180	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	8.092858	12.065853	352.28385	351.07557	0	0.0114	0.0218	0	8e-04	0.0014	0.03975	0.52125	0.2115	0.1445	0	18.122955	45.221506	34.31598	24.71804	243.0408	0.361109	0.00054	0.003132	0.004784	2.590248	0.283191	0.252325	NA	18.154071	365	0.45	746	3.97358015410039e-06	NA	0.0408711628988385	0.175246051202218	11.336968421936	NA	1547.255	2.1058	0.061918	NA	3.25	0.0688535869121552	NA	NA	35.9882354736328	26	29	36	14	156	50	12.0014953333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
