sample	station	event_date	marine_biome	ocean_region	biogeo_province	depth	biomeplot	polar	complete	coral_station	Season	Season.moment	Month	Season.code	Season.moment.code	Depth.nominal	Depth.top.min	Depth.bottom.max	Marine.biome	Ocean.region	Biogeographical.province	pH	CO2	CO2.partial.pressure	CO2.fugacity	HCO3	CO3	Carbon.total	Alkalinity.total	Calcite.saturation.state	Aragonite.saturation.state	NO2	PO4	NO2NO3	Si	NO3	Temperature	Conductivity	Salinity	Density	Oxygen	ChlorophyllA	Ang.scat.coef.470nm	Opt.backscat.coef.470nm	Part.backscat.coef	Fluorescence	Opt.beam.att.coef.660nm	Part.beam.att.coef	PAR.PC	PAR.TO	Ice.free.period	Moon.phase.prop	Sunshine.duration	Iron.5m	Iron.5m.v2	Ammonium.5m	NO2.5m	NO3.5m	NPP.uqartakuvik	NPP.vgpm	Gradient.Surface.temp.SST.	Okubo.Weiss	Lyapunov	Residence.time	acCDOM	acCDOM.atsushi	sCDOM.atsushi	Depth.euph.zone	Depth.Mixed.Layer	Depth.chloro.max	Depth.max.Brunt.Väisälä	Depth.Max.O2	Depth.Min.O2	Depth.nitracline	Carbon.flux	miTAG.SILVA.Taxo.Richness	miTAG.SILVA.Phylo.Diversity	miTAG.SILVA.Chao	miTAG.SILVA.ace	miTAG.SILVA.Shannon	OG.Shannon	OG.Richness	OG.Evenness	FC.heterotrophs.cells.mL	FC.autotrophs.cells.mL	FC.bacteria.cells.mL	FC.picoeukaryotes.cells.mL	minimum.generation.time.h	OR	lat	long
TARA_110_SRF	TARA_110	2011-05-21	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	yes	no	spring	middle	5	1	2	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	7.484872	50.225139	1724.757588	1719.253263	0	0.00855	0.0125	0	0	0.00155	0.31925	0.77275	8.287	3.8635	8.074076	23.88816	51.931763	35.012435	23.68419	191.91255	0.246175	0.000258	0.001155	0.002804	1.970432	0.144462	0.118655	NA	25.413264	365	0.81	721	5.49291015280081e-06	5.49e-06	0.0425270448128382	0.645360056310892	6.02954892317454	NA	527.4725	2.3345	0.032297	0.064745	0	0.0171772399917245	NA	NA	63.9345855712891	33	41	74	13	369	69	4.44819666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-1.7408	-84.6405
TARA_110_DCM	TARA_110	2011-05-21	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	DCM	Trades	Non polar	no	no	autumn	late	5	3	3	50	48	52	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	NA	NA	NA	NA	0	0.0316	0.0291	0.005	0	0.0022	0.414	0.9295	10.701	5.407	10.202445	22.039785	50.129665	35.112815	24.318245	145.0818	0.282031	0.000213	0.000836	0.002488	2.184041	0.106544	0.080737	NA	0.112155	365	0.81	721	5.49291015280081e-06	5.49e-06	0.0425270448128382	0.645360056310892	6.02954892317454	NA	642.094	0.8882	0.032297	0.064745	0	0.0190024925395846	NA	NA	62.3213119506836	21	28	64	14	369	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-1.7408	-84.6405
TARA_111_DCM	TARA_111	2011-05-31	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	DCM	Trades	Non polar	yes	no	autumn	late	5	3	3	90	86	95	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	NA	NA	NA	NA	0	0.0141	0.0035	0.0047	0	8e-04	0.203	0.443	1.2215	0.9285	0.85366	19.783275	48.582486	35.69581	25.354365	208.54895	0.207911	0.000168	0.000546	0.002207	2.047239	0.058143	0.036743	NA	0.019494	365	0.02	671	3.00705391964584e-06	3.01e-06	0.0130755654536188	0.0434914482757449	7.84367124239604	NA	367.732	0.51854	-0.075767	0.018781	34.305556	0.00976570369675756	NA	NA	82.3559837341309	67	71	225	70	233	230	1.42966511111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-16.9338	-100.6482
TARA_111_SRF	TARA_111	2011-05-31	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	no	no	autumn	late	5	3	3	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.049736	12.099805	405.640381	404.327962	0	0.0041	0.0027	0	0	0	0.0415	0.5	2.676	1.0325	3.149999	22.78183	52.035722	35.98269	24.742485	209.1003	0.154999	0.000217	0.000885	0.002544	1.775215	0.094739	0.073211	NA	15.111047	365	0.02	671	3.00705391964584e-06	3.01e-06	0.0130755654536188	0.0434914482757449	7.84367124239604	NA	374.2405	0.69721	-0.075767	0.018781	34.305556	0.00994500564411283	NA	NA	81.6756134033203	73	85	83	30	332	260	1.461396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-16.9338	-100.6482
TARA_112_SRF	TARA_112	2011-06-14	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	yes	no	autumn	late	6	3	3	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	7.793725	22.327772	778.162264	775.687644	0	0.0018	0	0	0	0	0.0075	0.14225	0.02525	0.7425	0.167491	24.26287	54.211786	36.43917	24.65312	201.6702	0.055382	0.000136	0.000368	0.002029	1.496493	0.049122	0.031125	NA	7.292033	365	0.98	643	0.000157500916733018	0.0001575009167	0.00623687038508554	0.0178280429293712	0.02286180605491	NA	119.018	0.27844	-0.120564	0.040113	11.083333	0.00412883353419602	NA	NA	127.110801696777	134	163	142	141	1019	433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-23.128	-129.6051
TARA_112_DCM	TARA_112	2011-06-15	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	DCM	Trades	Non polar	yes	no	autumn	late	6	3	3	155	151	160	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	NA	NA	NA	NA	0	0.0104	0.0011	0	0	0	0.014	0.1145	0.04175	0.6935	0.423501	21.94937	51.124718	35.90434	24.927695	206.4346	0.145434	0.000139	0.000392	0.002051	1.745449	0.050386	0.032389	NA	0.020187	365	1	643	0.000157500916733018	0.0001575009167	0.00623687038508554	0.0178280429293712	0.02286180605491	NA	120.8215	0.2814	-0.120564	0.040113	11.083333	0.00411270139738917	NA	NA	126.275318145752	131	147	140	146	302	306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-23.128	-129.6051
TARA_113_SRF	TARA_113	2011-06-19	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	no	yes	autumn	late	6	3	3	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.041607	11.796971	407.604738	406.302811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	23.791125	53.801251	36.51495	24.851175	202.996	0.1251	0.000434	0.00242	0.004082	1.910882	0.118262	0.103238	NA	22.426681	365	0.85	643	0.000134218593757396	NA	0.0050744719337672	0.019451890916874	0.0379241968815525	NA	NA	0.68621	-0.072296	0.030077	2.222222	0.0234566377475858	NA	NA	61.2666492462158	53	53	52	14	53	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-23.1107	-134.9326
TARA_114_SRF	TARA_114	2011-06-26	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	no	yes	autumn	late	6	3	3	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	NA	NA	NA	NA	0	0.0074	0.009	0.0019	0.0056	0.0014	0.00925	0.1815	0.01725	0.73825	0	24.0531	54.057376	36.4937	24.75735	199.6775	0.102986	0.000474	0.002683	0.004345	1.678208	0.108493	0.099069	NA	12.818482	365	0.23	643	0.000137986955451197	NA	0.00476020526063318	0.0189377504090468	0.0332502474387487	NA	NA	0.53589	-0.019231	0.032517	1.027778	0.018089403398335	NA	NA	64.7639007568359	17	16	16	7	11	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-23.1592	-134.924
TARA_115_SRF	TARA_115	2011-06-28	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	no	yes	winter	early	6	4	1	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.052679	11.471771	399.591407	398.320053	0	0.005233	0.007867	0.002933	0.009567	0.001	0.017375	0.187833	0.068667	0.719083	0	24.144408	54.159926	36.497242	24.73255	198.727833	0.112226	0.000509	0.002922	0.004584	1.670653	0.099179	0.089755	NA	16.412859	365	0.09	643	0.00013798813476266	NA	0.00505619715355958	0.0188125070805351	0.0329896486364305	NA	NA	0.48373	-0.049639	0.030656	12.694444	0.0124688521027565	NA	NA	82.7213668823242	19	10	13	19	9	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-23.2317	-134.9611
TARA_116_SRF	TARA_116	2011-06-30	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	no	yes	winter	early	6	4	1	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.042051	11.786468	408.690865	407.387794	0	0.0046	0.012875	0.00575	0.017725	0.001725	0.0295	0.20025	0.139	0.729625	0	23.990306	53.975893	36.483619	24.768125	197.846625	0.149364	0.000446	0.002482	0.004143	1.717055	0.107809	0.098385	NA	16.993693	365	0.01	643	0.000138269881669354	NA	0.00599049419785539	0.0184246217831969	0.0319912273747226	NA	NA	1.0416	-0.053432	0.028259	26.527778	0.0152463708072901	NA	NA	68.2076606750488	18	17	14	8	15	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-23.2229	-134.9607
TARA_117_SRF	TARA_117	2011-07-01	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	no	yes	winter	early	7	4	1	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.031423	12.101164	417.790323	416.455536	0	0.0044	0.0139	0.0061	0.018433	0.001967	0.0295	0.19875	0.155167	0.733333	0	23.94915	53.922964	36.477125	24.77545	197.716167	0.15065	0.00045	0.002509	0.004171	1.739891	0.108775	0.099351	NA	16.846535	365	0	644	0.000140383079875998	NA	0.00599152821814641	0.0185109322580198	0.0324109088008602	NA	NA	1.2681	-0.044127	0.024646	46.888889	0.0194012983702123	NA	NA	74.6161231994629	26	20	18	17	25	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-23.1568	-135.0177
TARA_118_SRF	TARA_118	2011-07-01	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	no	yes	winter	early	7	4	1	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.031423	12.101164	417.790323	416.455536	0	0.0044	0.0139	0.0061	0.018433	0.001967	0.0295	0.19875	0.155167	0.733333	0	23.94915	53.922964	36.477125	24.77545	197.716167	0.15065	0.00045	0.002509	0.004171	1.739891	0.108775	0.099351	NA	16.846535	365	0	644	0.000140383079875998	NA	0.00599152821814641	0.0185109322580198	0.0324109088008602	NA	NA	0.71368	-0.04406	0.023596	46.777778	0.0180238131433725	NA	NA	57.4905681610107	23	21	15	23	22	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-23.1571	-135.018
TARA_119_SRF	TARA_119	2011-07-06	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	no	yes	winter	early	7	4	1	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	NA	NA	NA	NA	0	0.004	0.00665	0.00175	0.00495	0.00035	0.0235	0.176125	0.121875	0.69175	0	23.6621	53.66722	36.517275	24.891237	206.474875	0.062791	0.000767	0.004687	0.006349	1.703275	0.131117	0.121693	NA	NA	365	0.3	646	0.000140490993241353	NA	0.00569404444346825	0.020010775886476	0.034799265054365	NA	NA	0.54709	-0.016902	0.058274	9.555556	0.0338329765945673	NA	NA	72.6540641784668	13	13	12	9	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-23.0243	-134.9227
TARA_120_SRF	TARA_120	2011-07-06	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	no	yes	winter	early	7	4	1	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	NA	NA	NA	NA	0	0.004	0.00665	0.00175	0.00495	0.00035	0.0235	0.176125	0.121875	0.69175	0	23.6621	53.66722	36.517275	24.891237	206.474875	0.062791	0.000767	0.004687	0.006349	1.703275	0.131117	0.121693	NA	NA	365	0.3	646	0.000140490993241353	NA	0.00569404444346825	0.020010775886476	0.034799265054365	NA	NA	1.3088	-0.016969	0.058259	9.555556	0.0338329765945673	NA	NA	72.6540641784668	13	9	12	13	6	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-23.0241	-134.9232
TARA_121_SRF	TARA_121	2011-07-09	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	no	yes	winter	early	7	4	1	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.078638	10.713179	374.138838	372.950062	0	0.0011	0	0	0	0	0.005	0.169	0.04675	0.714	0	24.232737	54.207769	36.4614	24.67895	201.681	0.016279	0.000153	0.000441	0.002102	1.373801	0.041859	0.032435	NA	NA	365	0.64	647	0.000143514391917658	NA	0.00537330455457171	0.0199629366397858	0.0361230957011382	NA	NA	1.3077	0.033302	0.043045	0	0.0390370786190033	NA	NA	56.1668739318848	52	13	51	21	51	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-23.0729	-135.0183
TARA_122_SRF	TARA_122	2011-07-26	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	yes	no	winter	middle	7	4	2	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	7.470711	48.966505	1801.446465	1795.880934	0	0.0045	0.0041	0.003	0	0.0012	0.11925	0.56795	5.456	2.1905	5.660372	26.60467	55.270298	35.37032	23.122935	187.07695	0.177137	0.000183	0.000605	0.002255	1.574452	0.070035	0.060791	NA	28.45742	365	0.2	701	2.31629201152828e-06	NA	0.0301115935047468	0.0875584715201209	6.20714783668518	NA	300.345	0.13565	0.007751	0.028977	15.833333	0.0104274647310376	NA	NA	86.6439361572266	106	108	116	14	264	204	1.04719822222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-8.957	-139.2422
TARA_122_DCM	TARA_122	2011-07-29	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	DCM	Trades	Non polar	yes	no	winter	middle	7	4	2	115	112	117	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.116187	24.810235	54.303641	36.04198	24.191625	178.5269	0.189038	0.000171	0.000517	0.002174	1.872302	0.054216	0.045093	NA	0.004962	365	0.02	702	2.31629201152828e-06	NA	0.0301115935047468	0.0875584715201209	6.20714783668518	NA	300.345	0.13562	0.007751	0.028977	15.833333	0.0129085211083293	NA	NA	77.1551399230957	96	99	103	23	178	160	1.45260433333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-8.957	-139.2422
TARA_123_SRF	TARA_123	2011-07-31	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	yes	no	winter	middle	7	4	2	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.012428	11.921045	439.081584	437.725871	0.0036	0.01	0.0092	0.0023	0.00155	6e-04	0.14425	0.53495	4.9015	2.2205	4.805128	26.586685	55.230397	35.3551	23.11712	189.6701	0.181215	0.00021	0.000726	0.002377	1.63837	0.109217	0.090418	NA	NA	365	0.01	703	2.2765814643814e-06	NA	0.0250830895577868	0.0547781143492709	6.23176415761312	NA	478.135	NA	-0.011503	0.053774	1.083333	0.0251311520114541	NA	NA	55.6563377380371	107	34	119	14	261	317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-8.8783	-140.2997
TARA_123_MIX	TARA_123	2011-08-01	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	MIX	Trades	Non polar	yes	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.8783	-140.2997
TARA_123_DCM	TARA_123	2011-08-01	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	DCM	Trades	Non polar	yes	no	winter	middle	8	4	2	150	148	152	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	NA	NA	NA	NA	0.002	0.006175	0.000925	0.0025	0	0.00035	1.46875	0.6607	5.44175	1.18375	5.004597	21.97372	51.121429	35.877315	24.895825	158.18405	0	0.000138	0.000202	0.001861	1.955839	0.030607	0.019922	NA	NA	365	0.04	704	2.2765814643814e-06	NA	0.0250830895577868	0.0547781143492709	6.23176415761312	NA	NA	NA	-0.011503	0.053774	1.083333	0.0251311520114541	NA	NA	55.6563377380371	105	40	116	14	263	233	5.62351292592593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-8.8783	-140.2997
TARA_124_SRF	TARA_124	2011-08-04	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	no	no	winter	middle	8	4	2	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	7.870713	17.599899	646.697247	644.698081	0.00774	0.01821	0.01184	0.00937	0.00386	0.00435	0.1665	0.63025	6.2015	2.53325	4.965553	26.572419	55.255253	35.384031	23.143631	190.378187	0.261381	0.000245	0.000939	0.00259	1.628674	0.122752	0.108145	NA	24.609687	365	0.28	704	2.45896757178343e-06	NA	0.0231886209609608	0.052577804075554	6.23207982381185	NA	524.257	0.096513	9.6e-05	0.043603	2.777778	0.0205467222258449	NA	NA	59.5542297363281	103	34	113	13	286	241	1.08033555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-8.8517	-140.5782
TARA_124_MIX	TARA_124	2011-08-05	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	MIX	Trades	Non polar	no	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.8517	-140.5782
TARA_125_SRF	TARA_125	2011-08-08	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	yes	no	winter	middle	8	4	2	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	8.015136	11.793852	436.548929	435.204126	0	0.0077	0.0029	0.0032	0	6e-04	0.1945	0.55725	3.7335	1.80475	5.460123	26.80604	55.562826	35.42651	23.10143	187.3321	0.178072	0.000211	0.000687	0.002338	1.645425	0.086422	0.074869	NA	NA	365	0.72	706	2.35907905713854e-06	2.36e-06	0.0174856502562761	0.0243334801246723	6.14682245254517	NA	433.979	0.20286	-0.004254	0.014455	0	0.01465680077672	NA	NA	68.7985534667969	109	61	119	14	277	223	0.963936333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-8.8706	-142.6473
TARA_125_MIX	TARA_125	2011-08-09	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	MIX	Trades	Non polar	no	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.8706	-142.6473
TARA_126_SRF	TARA_126	2011-08-28	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	no	no	winter	late	8	4	3	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	NA	NA	NA	NA	0	0.00705	0.00415	0.0017	0	0.0011	0.038	0.3585	1.7335	1.262	0	26.68965	56.180181	35.961017	23.541342	188.629	0.160768	0.000221	0.000795	0.002451	1.541447	0.073123	0.069831	NA	31.646994	365	0.01	710	3.54303782993763e-06	3.54e-06	0.0116472413452963	0.00647922046482563	4.03960196177165	NA	NA	0.24514	0.01878	0.056329	0	0.00937609793618321	NA	NA	79.4094123840332	75	70	129	18	363	347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-11.964	-151.3431
TARA_127_DCM	TARA_127	2011-09-01	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	DCM	Trades	Non polar	no	no	winter	late	9	4	3	100	98	102	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	NA	NA	NA	NA	0	0.0047	0.0013	0.0037	0	9e-04	0.2045	0.56825	4.5355	1.5525	4.30006	26.960655	55.891851	35.511855	23.123355	184.1395	0.179825	0.000182	0.000516	0.002168	1.70088	0.04987	0.04495	NA	0.02178	365	0.16	719	3.05382059195836e-06	3.05e-06	0.0194212753946582	0.0368460632162169	5.95498657226562	NA	NA	0.17054	-0.001602	0.03885	3.222222	0.0124401855282485	NA	NA	80.744457244873	104	80	139	32	197	193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-6.5996	-152.5229
TARA_127_SRF	TARA_127	2011-09-01	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	SRF	Trades	Non polar	no	no	winter	late	9	4	3	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	NA	NA	NA	NA	0	0.0024	0.0015	0.0014	0	4e-04	0.1715	0.56525	4.821	1.932	5.064634	27.067715	55.821895	35.41223	23.00702	188.4359	0.201192	0.000197	0.00062	0.002271	1.607691	0.072825	0.06783	NA	32.88574	365	0.16	719	3.05382059195836e-06	3.05e-06	0.0194212753946582	0.0368460632162169	5.95498657226562	NA	NA	0.24429	-0.001602	0.03885	3.222222	0.0126417283900082	NA	NA	80.3459739685059	116	76	148	15	286	247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	-6.5996	-152.5229
