sample_id_pangaea	par	depth_bathy	lyapunov_exp	temperature	chla	backscattering	depth_chl_max	mixed_layer_depth_sigma	depth_max_brunt_väisälä	nitrite	phosphate	nitrate_nitrite	silicate	nstar
TARA_B110000875	3.16794	-1053	0.113334	-0.479225	1.1319	0.003335	26	37	47	0.0895	0.560568	0.411	0.298067	-8.558088
TARA_B110000878	3.22866	-1046	0.113334	1.230869	0	0.001814	24	32	48					
TARA_B110000879	3.16794	-1053	0.113334	-0.479225	1.1319	0.003335	26	37	47	0.0895	0.560568	0.411	0.298067	-8.558088
TARA_B110000881	3.22866	-1046	0.113334	1.230869	0	0.001814	24	32	48					
TARA_B110000901	11.915649	-536	0	-1.32986	0.79676	0.002947	24	11	29	0.0775	0.526245	1.328	2.062045	-7.09192
TARA_B110000902	11.915649	-536	0	-1.32986	0.79676	0.002947	24	11	29	0.0775	0.526245	1.328	2.062045	-7.09192
TARA_B110000906	12.099113	-547	0	-0.409335	0.879487	0.003545	28	11	8	0.025	0.6443	2.133	4.087196	-8.1758
TARA_B110000908	12.099113	-547	0	-0.409335	0.879487	0.003545	28	11	8	0.025	0.6443	2.133	4.087196	-8.1758
TARA_B110000914	11.915649	-540	0	0.994025	0	0.001907	33	11	9					
TARA_B110000966	8.708429	-107	0	-0.987833	0.544297	0.003393	30	10	10	0.441	0.866194	1.9045	5.566842	-11.954604
TARA_B110000967	8.708429	-107	0	-0.987833	0.544297	0.003393	30	10	10	0.441	0.866194	1.9045	5.566842	-11.954604
TARA_B110000969	8.447689	-105	0	-0.585333	0.404899	0.002825	41	25	4	0.126	0.361653	0.2285	1.424261	-5.557948
TARA_B110000971	8.447689	-105	0	-0.585333	0.404899	0.002825	41	25	4	0.126	0.361653	0.2285	1.424261	-5.557948
TARA_B110000975	12.439203	-39	0	2.4534	0.58652	0.004585	13	17	25	0.125	1.614977	6.2695	30.149509	-19.570132
TARA_B110000977	12.439203	-39	0	2.4534	0.58652	0.004585	13	17	25	0.125	1.614977	6.2695	30.149509	-19.570132
TARA_B110001435	35.49691	-2484	0.101888	11.09547	0.772148	0.002862	28	34	37	0.237125	0.401861	8.035625	0.967928	1.605849
TARA_B110001437	34.51677	-2387	0.101888	10.79018	0.789471	0.002213	54	29	32	0.071	0.566253	10.158	3.554362	1.097952
TARA_B110001439	34.269352	-2435	0.101888	8.923581	0	0.001799	32	28	32					
TARA_B110001440	34.269352	-2435	0.101888	8.923581	0	0.001799	32	28	32					
TARA_B110001444	32.380615	-3336	0.121118	8.47447	1.174328	0.003655	16	20	5	0.13475	0.356899	5.1155	4.012069	-0.594884
TARA_B110001446	32.060406	-3412	0.121118	6.73489	0.764172	0.002355	14	10	7	0.309	0.709183	11.784	4.95809	0.437072000000001
TARA_B110001448	31.845161	-3470	0.121118	0.22498	0	0.001811	14	13	18					
TARA_B110001449	31.845161	-3470	0.121118	0.22498	0	0.001811	14	13	18					
TARA_B110001450	32.380615	-3336	0.121118	8.47447	1.174328	0.003655	16	20	5	0.13475	0.356899	5.1155	4.012069	-0.594884
TARA_B110001452	32.060406	-3412	0.121118	6.73489	0.764172	0.002355	14	10	7	0.309	0.709183	11.784	4.95809	0.437072000000001
TARA_B110001454	31.845161	-3470	0.121118	0.22498	0	0.001811	14	13	18					
TARA_B110001467	32.274784	-3083	0.058176	1.899612	2.780097	0.003632	14	19	25	0.101	0.290483	2.7725	4.18531	-1.875228
TARA_B110001469	32.274784	-3083	0.058176	1.899612	2.780097	0.003632	14	19	25	0.101	0.290483	2.7725	4.18531	-1.875228
TARA_E400007200	20.393198	-2869	0	19.1055	0.123858	0.00263	55	49	63	0.0075	0.0095	0.0225	1.02675	-0.1295
TARA_E500000075	15.270461	-1184	0.078584	17.211742	0.103935	0.003095	58	14	3	0.009125	0.012	0.040875	1.372375	-0.151125
TARA_E500000081	15.270461	-1183	0.078584	15.180558	0.136877	0.002559	58	11	58	0.013	0.012	0.05	1.0505	-0.142
TARA_E500000178	18.948744	-1273	0	18.319192	0.104797	0.002397	54	30	41	0.00425	0.00525	0.03525	1.0505	-0.04875
TARA_E500000196	18.948744	-1274	0	15.181967	0.134028	0.00226	47	30	44	0.1055		0.3595	1.354	
TARA_E500000200	18.948744	-1299	0	15.181967	0.134028	0.00226	52	32	42	0.1055		0.3595	1.354	
TARA_E500000331	18.948744	-1274	0	15.181967	0.134028	0.00226	47	30	44	0.1055		0.3595	1.354	
TARA_G000000124	46.987297	-4563	0.045411	27.61325	0.132556	0.002464	60	15	57	0.006	0.199	0.221	2.8465	-2.963
TARA_N000000002	50.14326	-3391	0.06187	11.984006	0.008026	0.00187	49		30					
TARA_N000000006	52.569763	-3272		27.089113	0.115273	0.002645	24	16	34	0.0065	0.2335	0.0425	1.515	-3.6935
TARA_N000000007	52.553085	-3265		26.692435	0.196803	0.002821	41	13	3	0.011	0.2465	0.0675	1.2415	-3.8765
TARA_N000000008	52.569763	-3272		27.089113	0.115273	0.002645	24	16	34	0.0065	0.2335	0.0425	1.515	-3.6935
TARA_N000000009	52.553085	-3265		26.692435	0.196803	0.002821	41	13	3	0.011	0.2465	0.0675	1.2415	-3.8765
TARA_N000000011	52.553085	-3272		27.089113	0.115273	0.002645	24	16	34	0.0065	0.2335	0.0425	1.515	-3.6935
TARA_N000000012	52.553085	-3265		26.692435	0.196803	0.002821	41	13	3	0.011	0.2465	0.0675	1.2415	-3.8765
TARA_N000000013	52.553085	-3265		27.16077	0.10717	0.002643	41	13	3	0.0065	0.2335	0.0425	1.515	-3.6935
TARA_N000000014	52.553085	-3265		26.692435	0.196803	0.002821	41	13	3	0.011	0.2465	0.0675	1.2415	-3.8765
TARA_N000000020	52.553085	-3265		27.16077	0.10717	0.002643	41	13	3	0.0065	0.2335	0.0425	1.515	-3.6935
TARA_N000000023	52.329227	-3147		15.553795	0.007712	0.002609	34	12	3	2.074	2.64	21.22	38.62	-21.02
TARA_N000000025	52.329227	-3147		15.553795	0.007712	0.002609	34	12	3	2.074	2.64	21.22	38.62	-21.02
TARA_N000000026	52.329227	-3147		15.553795	0.007712	0.002609	34	12	3	2.074	2.64	21.22	38.62	-21.02
TARA_N000000027	52.329227	-3147		15.553795	0.007712	0.002609	34	12	3	2.074	2.64	21.22	38.62	-21.02
TARA_N000000028	52.57096	-3350	0.069484	14.901445	0.002565	0.002325	27	16	114	0.691	2.639	23.43	38.94	-18.794
TARA_N000000029	52.602203	-3344	0.069484	26.313595	0.113641	0.003053	27	18	126	0.107	0.337	0.4195	1.278	-4.9725
TARA_N000000030	52.602203	-3341	0.069484	25.607735	0.185922	0.003672	23		162	0.7	0.417	1.858	1.625	-4.814
TARA_N000000031	52.57096	-3350	0.069484	14.901445	0.002565	0.002325	27	16	114	0.691	2.639	23.43	38.94	-18.794
TARA_N000000032	52.57096	-3350	0.069484	14.901445	0.002565	0.002325	27	16	114	0.691	2.639	23.43	38.94	-18.794
TARA_N000000034	52.57096	-3350	0.069484	14.901445	0.002565	0.002325	27	16	114	0.691	2.639	23.43	38.94	-18.794
TARA_N000000037	52.602203	-3344	0.069484	26.313595	0.113641	0.003053	27	18	126	0.107	0.337	0.4195	1.278	-4.9725
TARA_N000000038	52.602203	-3344	0.069484	26.313595	0.113641	0.003053	27	18	126	0.107	0.337	0.4195	1.278	-4.9725
TARA_N000000039	52.602203	-3341	0.069484	26.313595	0.113641	0.003053	25	15	3	0.107	0.337	0.4195	1.278	-4.9725
TARA_N000000040	52.602203	-3341	0.069484	25.607735	0.185922	0.003672	23		162	0.7	0.417	1.858	1.625	-4.814
TARA_N000000041	52.602203	-3341	0.069484	25.607735	0.185922	0.003672	23		162	0.7	0.417	1.858	1.625	-4.814
TARA_N000000042	52.602203	-3341	0.069484	25.607735	0.185922	0.003672	23		162	0.7	0.417	1.858	1.625	-4.814
TARA_N000000046	52.602203	-3341	0.069484	26.313595	0.113641	0.003053	25	15	3	0.107	0.337	0.4195	1.278	-4.9725
TARA_N000000051	52.553085			27.16077	0.111539	0.002643				0.0065	0.2335	0.0425	1.515	-3.6935
TARA_N000000052	52.553085			27.16077	0.111539	0.002643				0.0065	0.2335	0.0425	1.515	-3.6935
TARA_N000000063	52.909405	-3504	0.086921	27.584135	0.131603	0.002706	44	13	23	0.007	0.27	0.026	1.792	-4.294
TARA_N000000064	52.909405	-3512	0.086921	27.52689	0.076509	0.002951	57	18	82		0.235	0.035	1.19	-3.725
TARA_N000000065	52.909405	-3512	0.086921	26.262725	0.205194	0.00343	53	20	36	0.009	0.305	0	1.159	-4.88
TARA_N000000066	52.909405	-3512	0.086921	23.625385	0.060917	0.00216	52	18	31	0.04	1.5	15.79	9.546	-8.21
TARA_N000000067	52.909405	-3512	0.086921	21.9292	0	0.001921	43	17	28	0.031	1.998	23.04	13.25	-8.928
TARA_N000000068	52.909405	-3512	0.086921	15.070405	0.012842	0.002599	36	19	71	1.334	2.666	23	40.6	-19.656
TARA_N000000071	53.352146	-3640	0.026178	29.151544	0.092377	0.002269	66	11	79	0.007	0.1565	0.057	1.3865	-2.447
TARA_N000000072	53.352146	-3625	0.026178	27.374181	0.166581	0.002323	57	11	29	0.2375	0.846	7.847	3.5765	-5.689
TARA_N000000073	53.352146	-3640	0.026178	29.151544	0.092377	0.002269	66	11	79	0.007	0.1565	0.057	1.3865	-2.447
TARA_N000000074	53.352146	-3625	0.026178	27.374181	0.166581	0.002323	57	11	29	0.2375	0.846	7.847	3.5765	-5.689
TARA_N000000075	53.352146	-3625	0.026178	26.317294	0.224545	0.002292	57	11	29	0.408	1.348	15.2	5.774	-6.368
TARA_N000000076	53.352146	-3640	0.026178	29.151544	0.092377	0.002269	66	11	79	0.007	0.1565	0.057	1.3865	-2.447
TARA_N000000077	53.352146	-3636	0.026178	29.151544	0.092377	0.002269	73	10	107	0.007	0.1565	0.057	1.3865	-2.447
TARA_N000000078	53.352146	-3625	0.026178	26.317294	0.224545	0.002292	57	11	29	0.408	1.348	15.2	5.774	-6.368
TARA_N000000085	52.261414	-1828		30.12785	0.080016	0.002151	75	35	102	0.001	0.0765	0.022	2.171	-1.202
TARA_N000000086	52.261414	-1836		27.9561	0.228999	0.002313	70	26	105	0.152	0.2505	0.741	2.7335	-3.267
TARA_N000000087	52.261414	-1828		30.12785	0.080016	0.002151	75	35	102	0.001	0.0765	0.022	2.171	-1.202
TARA_N000000088	52.261414	-1836		27.9561	0.228999	0.002313	70	26	105	0.152	0.2505	0.741	2.7335	-3.267
TARA_N000000089	52.261414	-1828		30.12785	0.080016	0.002151	75	35	102	0.001	0.0765	0.022	2.171	-1.202
TARA_N000000091	52.261414	-1836		27.9561	0.228999	0.002313	70	26	105	0.152	0.2505	0.741	2.7335	-3.267
TARA_N000000093	52.261414	-1828		30.12785	0.080016	0.002151	75	35	102	0.001	0.0765	0.022	2.171	-1.202
TARA_N000000094	52.261414	-1828		30.12785	0.080016	0.002151	75	35	102	0.001	0.0765	0.022	2.171	-1.202
TARA_N000000095	52.261414	-1836		27.9561	0.228999	0.002313	70	26	105	0.152	0.2505	0.741	2.7335	-3.267
TARA_N000000100	52.261414	-1836		27.9561	0.228999	0.002313	70	26	105	0.152	0.2505	0.741	2.7335	-3.267
TARA_N000000112	50.045254	-3295	0.067544	29.818108	0.077086	0.002033	57	18	33	0.0055	0.0825	0.07475	2.22425	-1.24525
TARA_N000000113	48.974922	-2990	0.067544	29.818108	0.077086	0.002033	52	17	28	0.0055	0.0825	0.07475	2.22425	-1.24525
TARA_N000000115	50.045254	-3295	0.067544	29.818108	0.077086	0.002033	57	18	33	0.0055	0.0825	0.07475	2.22425	-1.24525
TARA_N000000119	43.63044	-21	0.135263	28.2729		0.00457	6		7	0.006	0.096	0.062	2.436	-1.474
TARA_N000000120	43.63044	-21	0.135263	28.2729		0.00457	6		7	0.006	0.096	0.062	2.436	-1.474
TARA_N000000121	43.63044	-21	0.135263	28.2729		0.00457	6		7	0.006	0.096	0.062	2.436	-1.474
TARA_N000000126	36.62097	-4161	0.075282	27.5493	0.052666	0.002236	114	72	82	0.002	0.076	0.026	2.256	-1.19
TARA_N000000147	36.62097	-4161	0.075282	27.5493	0.052666	0.002236	114	72	82	0.002	0.076	0.026	2.256	-1.19
TARA_N000000149	36.952477	-4136	0.075282	23.396635	0.124049	0.002144	105	71	83	0.118	0.136	0.274	2.436	-1.902
TARA_N000000151	36.62097	-4161	0.075282	27.5493	0.052666	0.002236	114	72	82	0.002	0.076	0.026	2.256	-1.19
TARA_N000000152	36.952477	-4136	0.075282	23.396635	0.124049	0.002144	105	71	83	0.118	0.136	0.274	2.436	-1.902
TARA_N000000156	36.62097	-4161	0.075282	27.5493	0.052666	0.002236	114	72	82	0.002	0.076	0.026	2.256	-1.19
TARA_N000000160	36.952477	-4163	0.075282	23.446225	0.124049	0.002159	113	68	82	0.118	0.136	0.274	2.436	-1.902
TARA_N000000163	36.952477	-4161	0.075282	27.5493	0.052666	0.002236	114	72	82	0.002	0.076	0.026	2.256	-1.19
TARA_N000000164	36.952477	-4161	0.075282	27.5493	0.052666	0.002236	114	72	82	0.002	0.076	0.026	2.256	-1.19
TARA_N000000184	35.655544	-4265	0.036539	27.488383	0.077188	0.002216	79	39	77	0	0.07325	0.138	1.8665	-1.034
TARA_N000000189	35.655544	-4277	0.036539	27.488383	0.077188	0.002216	81	30	79	0	0.07325	0.138	1.8665	-1.034
TARA_N000000193	35.655544	-4265	0.036539	24.908367	0.127522	0.002229	79	39	77	0.01425	0.1035	0.0175	2.310375	-1.6385
TARA_N000000196	35.655544	-4277	0.036539	27.488383	0.077188	0.002216	81	30	79	0	0.07325	0.138	1.8665	-1.034
TARA_N000000200	35.655544	-4265	0.036539	25.25385	0.125502	0.002228	79	39	77	0.01425	0.1035	0.0175	2.310375	-1.6385
TARA_N000000205	35.655544	-4265	0.036539	25.25385	0.125502	0.002228	79	39	77	0.01425	0.1035	0.0175	2.310375	-1.6385
TARA_N000000215	37.425762	-4277	0.036539	27.488383	0.077188	0.002216	81	30	79	0	0.07325	0.138	1.8665	-1.034
TARA_N000000217	35.655544	-4265	0.036539	25.25385	0.125502	0.002228	79	39	77	0.01425	0.1035	0.0175	2.310375	-1.6385
TARA_N000000228	35.655544	-4265	0.036539	25.25385	0.125502	0.002228	79	39	77	0.01425	0.1035	0.0175	2.310375	-1.6385
TARA_N000000238	46.708553	-4189	0.023736	30.520165	0.042015	0.002007	64	24	65	0.0045	0.1225	0.044	2.2655	-1.916
TARA_N000000255	53.475075	-3933	0.069572	30.59345	0.058503	0.002136	47	20	52					
TARA_N000000257	53.475075	-3933	0.069572	30.59345	0.058503	0.002136	47	20	52					
TARA_N000000259	53.475075	-3933	0.069572	30.59345	0.058503	0.002136	47	20	52					
TARA_N000000261	54.618023	-3933	0.069572	30.59345	0.058503	0.002136	47	20	52					
TARA_N000000267	50.402718	-23	0.059455	30.12475	0.148923	0.003641	64	14	57	0.0045	0.102	0.047	1.947	-1.585
TARA_N000000268	50.402718	-23	0.059455	30.12475	0.148923	0.003641	64	14	57	0.0045	0.102	0.047	1.947	-1.585
TARA_N000000269	50.402718	-23	0.059455	30.12475	0.148923	0.003641	64	14	57	0.0045	0.102	0.047	1.947	-1.585
TARA_N000000270	50.402718	-23	0.059455	30.12475	0.148923	0.003641	64	14	57	0.0045	0.102	0.047	1.947	-1.585
TARA_N000000278	46.987297	-4563	0.045411	30.15995	0.110314	0.002214	60	15	57	0.001	0.093	0.018	2.284	-1.47
TARA_N000000282	46.987297	-4563	0.045411	30.15995	0.110314	0.002214	60	15	57	0.001	0.093	0.018	2.284	-1.47
TARA_N000000284	46.987297	-4563	0.045411	30.15995	0.110314	0.002214	60	15	57	0.001	0.093	0.018	2.284	-1.47
TARA_N000000292	51.382088	-13	0.118141	29.938975	0.186844	0.003189	43	15	43	0.004	0.0705	0.0265	1.8285	-1.1015
TARA_N000000293	51.382088	-13	0.118141	29.938975	0.186844	0.003189	43	15	43	0.004	0.0705	0.0265	1.8285	-1.1015
TARA_N000000295	51.382088	-13	0.118141	29.938975	0.186844	0.003189	43	15	43	0.004	0.0705	0.0265	1.8285	-1.1015
TARA_N000000297	51.382088	-13	0.118141	29.938975	0.186844	0.003189	43	15	43	0.004	0.0705	0.0265	1.8285	-1.1015
TARA_N000000303	50.14326	-3391	0.06187	11.984006	0.008026	0.00187	49		30					
TARA_N000000304	50.14326	-3391	0.06187	11.984006	0.008026	0.00187	49		30					
TARA_N000000305	50.14326	-3391	0.06187	11.984006	0.008026	0.00187	49		30					
TARA_N000000308	49.136395	-3403	0.074837	25.329231	0.24107	0.003682	25	13	3	0.277	0.431	1.115	1.4395	-5.781
TARA_N000000311	49.136395	-3404	0.074837	25.681369	0.205491	0.003691	21	14	24	0.0455	0.3575	0.1415	1.143	-5.5785
TARA_N000000312	49.136395	-3403	0.074837	25.051687	0.28292	0.003571	25	13	3	0.277	0.431	1.115	1.4395	-5.781
TARA_N000000313	49.136395	-3403	0.074837	25.681369	0.205491	0.003691	25	13	3	0.0455	0.3575	0.1415	1.143	-5.5785
TARA_N000000314	49.136395	-3403	0.074837	25.051687	0.28292	0.003571	25	13	3	0.277	0.431	1.115	1.4395	-5.781
TARA_N000000316	49.136395	-3404	0.074837	25.681369	0.205491	0.003691	21	14	24	0.0455	0.3575	0.1415	1.143	-5.5785
TARA_N000000317	49.136395	-3403	0.074837	25.329231	0.24107	0.003682	25	13	3	0.277	0.431	1.115	1.4395	-5.781
TARA_N000000318	49.136395	-3404	0.074837	25.681369	0.205491	0.003691	21	14	24	0.0455	0.3575	0.1415	1.143	-5.5785
TARA_N000000319	49.136395	-3403	0.074837	25.329231	0.24107	0.003682	25	13	3	0.277	0.431	1.115	1.4395	-5.781
TARA_N000000320	38.45669	-1400	0	27.558763	0.14795	0.00225	22	28	81	0.269	0.0885	0.635	1.3525	-0.781
TARA_N000000321	38.030273	-1400	0	27.558763	0.14795	0.00225	22	28	81	0.269	0.0885	0.635	1.3525	-0.781
TARA_N000000322	38.030273	-1400	0	27.558763	0.14795	0.00225	22	28	81	0.269	0.0885	0.635	1.3525	-0.781
TARA_N000000323	38.030273	-1400	0	27.558763	0.14795	0.00225	22	28	81	0.269	0.0885	0.635	1.3525	-0.781
TARA_N000000324	38.030273	-1400	0	27.635025	0.137257	0.00253	22	28	81	0.011	0.144	0.029	2.6405	-2.275
TARA_N000000325	38.030273	-1419	0	27.635025	0.137257	0.00253	60	27	75	0.011	0.144	0.029	2.6405	-2.275
TARA_N000000326	38.030273	-1419	0	27.635025	0.137257	0.00253	60	27	75	0.011	0.144	0.029	2.6405	-2.275
TARA_N000000327	38.030273	-1400	0	27.635025	0.137257	0.00253	22	28	81	0.011	0.144	0.029	2.6405	-2.275
TARA_N000000330	38.030273	-1400	0	27.558763	0.14795	0.00225	22	28	81	0.269	0.0885	0.635	1.3525	-0.781
TARA_N000000332	38.030273	-1400	0	27.635025	0.137257	0.00253	22	28	81	0.011	0.144	0.029	2.6405	-2.275
TARA_N000000334	38.030273	-1419	0	27.635025	0.137257	0.00253	60	27	75	0.011	0.144	0.029	2.6405	-2.275
TARA_N000000366	41.682808	-3361	0.14768	28.9154	0.044092	0.003073	80	46	80					
TARA_N000000367	41.682808	-3361	0.14768	28.9154	0.044092	0.003073	80	46	80					
TARA_N000000371	41.682808	-3361	0.14768	28.9154	0.044092	0.003073	80	46	80					
TARA_N000000375	43.1151	-51	0.080656	29.305763	0.104507	0.004664	23	19	10	0.011375	0	0		0
TARA_N000000379	41.682808	-3361	0.14768	28.9154	0.044092	0.003073	80	46	80					
TARA_N000000383	43.1151	-51	0.080656	29.305763	0.104507	0.004664	23	19	10	0.011375	0	0		0
TARA_N000000393	36.80913	-2115	0.197237	26.550545	0.10957	0.002365	54	49	66	0.006707	0	0	2.464084	0
TARA_N000000409	36.829517	-2115	0.197237	26.550545	0.10957	0.002365	54	49	66	0.006707	0	0	2.464084	0
TARA_N000000419	37.085766	-2179	0.197237	25.113925	0.197343	0.002588	71	14	99	0.025376	0	0.063072	2.513803	0.063072
TARA_N000000423	37.085766	-2179	0.197237	25.113925	0.197343	0.002588	71	14	99	0.025376	0	0.063072	2.513803	0.063072
TARA_N000000425	37.238235	-2115	0.197237	26.550545	0.10957	0.002365	54	49	66	0.006707	0	0	2.464084	0
TARA_N000000429	37.085766	-2179	0.197237	24.365844	0.204152	0.002661	71	14	99	0.132719	0	2.593819	3.856196	2.593819
TARA_N000000433	37.085766	-2179	0.197237	24.365844	0.204152	0.002661	71	14	99	0.132719	0	2.593819	3.856196	2.593819
TARA_N000000437	36.829517	-2115	0.197237	26.550545	0.10957	0.002365	54	49	66	0.006707	0	0	2.464084	0
TARA_N000000442	37.238235	-2115	0.197237	26.550545	0.10957	0.002365	54	49	66	0.006707	0	0	2.464084	0
TARA_N000000455	36.79908	-79		26.553475	0.140592	0.002306	13	17	5					
TARA_N000000457	36.79908	-79		26.553475	0.140592	0.002306	13	17	5					
TARA_N000000459	36.79908	-3109		26.524231	0.12212	0.002332	65	54	135	0.006707	0	0	2.464084	0
TARA_N000000469	36.80913	-2115	0.197237	26.550545	0.10957	0.002365	54	49	66	0.006707	0	0	2.464084	0
TARA_N000000475	33.105206	-1548	0.04422				76	70	81					
TARA_N000000483	32.839317	-1548	0.04422				76	70	81					
TARA_N000000485	32.839317	-1548	0.04422				76	70	81					
TARA_N000000487	33.105206	-1548	0.04422				76	70	81					
TARA_N000000491	32.839317	-1548	0.04422				76	70	81					
TARA_N000000497	26.49319	-4938	0.119044	22.2414	0.136664	0.00289	76	82	163	0.004	0.084	0	1.7665	-1.344
TARA_N000000499	26.339716	-4954	0.119044	22.215305	0.121203	0.002766	14	112	149	0.00875	0.08325		1.7355	
TARA_N000000513	26.49319	-4938	0.119044	22.2414	0.136664	0.00289	76	82	163	0.004	0.084	0	1.7665	-1.344
TARA_N000000517	26.49319	-4940	0.119044	22.203585	0.140875	0.0028	55	57	185	0.00875	0.08325		1.7355	
TARA_N000000522	26.49319	-4938	0.119044	22.2414	0.136664	0.00289	76	82	163	0.004	0.084	0	1.7665	-1.344
TARA_N000000524	26.339716	-4954	0.119044	22.215305	0.121203	0.002766	14	112	149	0.00875	0.08325		1.7355	
TARA_N000000526	26.49319	-4940	0.119044	22.2414	0.136664	0.00289	68	81	159	0.004	0.084	0	1.7665	-1.344
TARA_N000000527	26.49319	-4940	0.119044	22.2414	0.136664	0.00289	68	81	159	0.004	0.084	0	1.7665	-1.344
TARA_N000000532	26.339716	-4954	0.119044	22.215305	0.121203	0.002766	14	112	149	0.00875	0.08325		1.7355	
TARA_N000000535	26.49319	-4940	0.119044	22.208705	0.145836	0.002874	68	81	159	0.002	0.0815		1.7455	
TARA_N000000539	26.49319	-4938	0.119044	22.2414	0.136664	0.00289	76	82	163	0.004	0.084	0	1.7665	-1.344
TARA_N000000544	43.1151	-51	0.080656	29.305763	0.104507	0.004664	23	19	10	0.011375	0	0		0
TARA_N000000552	41.682808	-3361	0.14768	28.9154	0.044092	0.003073	80	46	80					
TARA_N000000562	43.1151	-51	0.080656	29.305763	0.104507	0.004664	23	19	10	0.011375	0	0		0
TARA_N000000570	39.12644	-4688	0.074677	27.956483	0.134305	0.002258	82	35	79	0	0.119	0	2.666	-1.904
TARA_N000000581	39.12644	-4688	0.074677	27.956483	0.134305	0.002258	82	35	79	0	0.119	0	2.666	-1.904
TARA_N000000585	39.12644	-4666	0.074677	25.212642	0.228414	0.002434	68	55	66	0.032	0.159	0.4675	2.824	-2.0765
TARA_N000000589	39.049007	-4688	0.074677	27.956483	0.134305	0.002258	82	35	79	0	0.119	0	2.666	-1.904
TARA_N000000593	39.12644	-4666	0.074677	26.129767	0.22414	0.002448	68	55	66	0.032	0.159	0.4675	2.824	-2.0765
TARA_N000000596	39.12644	-4657	0.074677	25.212642	0.228414	0.002434	68	57	73	0.032	0.159	0.4675	2.824	-2.0765
TARA_N000000598	39.12644	-4688	0.074677	27.956483	0.134305	0.002258	82	35	79	0	0.119	0	2.666	-1.904
TARA_N000000600	39.12644	-4657	0.074677	25.212642	0.228414	0.002434	68	57	73	0.032	0.159	0.4675	2.824	-2.0765
TARA_N000000616	51.30902	-3887	0.14819	20.07775	0.066207	0.00224	117	84	197	0	0	0.026	0.749	0.026
TARA_N000000618	51.30902	-3879	0.14819	19.32335	0.16855	0.00239	111	32	4	0.053	0	0.104	0.319	0.104
TARA_N000000620	51.30902	-3887	0.14819	20.07775	0.066207	0.00224	117	84	197	0	0	0.026	0.749	0.026
TARA_N000000622	51.30902	-3879	0.14819	19.32335	0.16855	0.00239	111	32	4	0.053	0	0.104	0.319	0.104
TARA_N000000625	48.68826	-3875	0.14819	20.07775	0.066207	0.00224	112	45	3	0	0	0.026	0.749	0.026
TARA_N000000640	46.114384	-3684	0.024995	23.8044	0.141003	0.002397	79	73	83	0.009	0.127	0.035	1.473	-1.997
TARA_N000000642	45.797413	-3722	0.024995	23.8044	0.141003	0.002397	73	58	77	0.009	0.127	0.035	1.473	-1.997
TARA_N000000644	46.114384	-3684	0.024995	23.8044	0.141003	0.002397	79	73	83	0.009	0.127	0.035	1.473	-1.997
TARA_N000000646	46.114384	-3684	0.024995	23.8044	0.141003	0.002397	79	73	83	0.009	0.127	0.035	1.473	-1.997
TARA_N000000648	46.114384	-3684	0.024995	23.8044	0.141003	0.002397	79	73	83	0.009	0.127	0.035	1.473	-1.997
TARA_N000000658	42.012066	-4678	0.047133	4.188237	0	0.0018	42	146	156	0.01	2.522	36.73	44.86	-3.622
TARA_N000000662	42.012066	-4912	0.047133	19.77001	0.117466	0.002301	13	149	159	0.0465	0.309	0.8015	1.1485	-4.1425
TARA_N000000666	42.012066	-4912	0.047133	19.77001	0.117466	0.002301	13	149	159	0.0465	0.309	0.8015	1.1485	-4.1425
TARA_N000000669	42.012066	-4678	0.047133	4.188237	0	0.0018	42	146	156	0.01	2.522	36.73	44.86	-3.622
TARA_N000000670	42.012066	-4678	0.047133	4.188237	0	0.0018	42	146	156	0.01	2.522	36.73	44.86	-3.622
TARA_N000000674	42.012066	-4912	0.047133	19.77001	0.117466	0.002301	13	149	159	0.0465	0.309	0.8015	1.1485	-4.1425
TARA_N000000678	42.012066	-4912	0.047133	19.77001	0.117466	0.002301	13	149	159	0.0465	0.309	0.8015	1.1485	-4.1425
TARA_N000000682	42.012066	-4796	0.047133	19.77001	0.117466	0.002301	36	150	162	0.0465	0.309	0.8015	1.1485	-4.1425
TARA_N000000701	38.03857	-4929	0.120437	16.86368	0.316174	0.002805	32	206	4	0.201	0.1455	0.939	1.9865	-1.389
TARA_N000000703	39.23567	-4935	0.120437	16.74878	0.325714	0.002659	42	174	353	0.285	0.227	1.08	2.436	-2.552
TARA_N000000705	38.03857	-4929	0.120437	16.86368	0.316174	0.002805	32	206	4	0.201	0.1455	0.939	1.9865	-1.389
TARA_N000000709	38.03857	-4929	0.120437	16.86368	0.316174	0.002805	32	206	4	0.201	0.1455	0.939	1.9865	-1.389
TARA_N000000711	39.23567	-4935	0.120437	16.74878	0.325714	0.002659	42	174	353	0.285	0.227	1.08	2.436	-2.552
TARA_N000000713	39.23567	-4894	0.120437	7.32145	0	0.001808	31	241	3	0.003	1.529	22.08	12.08	-2.384
TARA_N000000714	39.23567	-4894	0.120437	7.32145	0	0.001808	31	241	3	0.003	1.529	22.08	12.08	-2.384
TARA_N000000718	39.23567	-4935	0.120437	16.8632	0.309005	0.002782	42	174	353	0.201	0.1455	0.939	1.9865	-1.389
TARA_N000000720	39.23567	-4935	0.120437	16.74878	0.325714	0.002659	42	174	353	0.285	0.227	1.08	2.436	-2.552
TARA_N000000722	39.23567	-4935	0.120437	16.8632	0.309005	0.002782	42	174	353	0.201	0.1455	0.939	1.9865	-1.389
