sample_id_pangaea	par	depth_bathy	lyapunov_exp	temperature	chla	backscattering	depth_chl_max	mixed_layer_depth_sigma	depth_max_brunt_väisälä	nitrite	phosphate	nitrate_nitrite	silicate	nstar
TARA_N000001654	50.473106	-4111	0.012324	24.958885	0.264409	0.002808	26	22	34	0.3285	1.02575	12.8225	5.04425	-3.5895
TARA_N000001656	50.12605	-4117	0.012324	19.781235	0.365239	0.003152	39	11	44	1.202	1.8615	24.3645	10.5045	-5.4195
TARA_N000001658	50.473106	-4111	0.012324	24.958885	0.264409	0.002808	26	22	34	0.3285	1.02575	12.8225	5.04425	-3.5895
TARA_N000001660	50.473106	-4117	0.012324	19.781235	0.365239	0.003152	39	11	44	1.202	1.8615	24.3645	10.5045	-5.4195
TARA_N000001662	50.473106	-4111	0.012324	24.958885	0.264409	0.002808	26	22	34	0.3285	1.02575	12.8225	5.04425	-3.5895
TARA_N000001664	50.473106	-4117	0.012324	19.781235	0.365239	0.003152	39	11	44	1.202	1.8615	24.3645	10.5045	-5.4195
TARA_N000001665	50.473106	-4117	0.012324	19.781235	0.365239	0.003152	39	11	44	1.202	1.8615	24.3645	10.5045	-5.4195
TARA_N000001684	50.473106	-4118	0.012324	9.137438	0	0.001776	42	31	45	0.014	2.853	39.1775	40.579	-6.4705
TARA_N000001685	50.473106	-4118	0.012324	9.137438	0	0.001776	42	31	45	0.014	2.853	39.1775	40.579	-6.4705
TARA_N000001686	49.058693	-3096	0.138825	25.702575	0.217039	0.002537	51	19	43	0.15125	0.573125	5.556563	3.595125	-3.613437
TARA_N000001688	49.058693	-3220	0.138825	23.45048	0.243787	0.002534	45	16	43	0.317375	0.776625	9.313125	5.75275	-3.112875
TARA_N000001690	49.058693	-3096	0.138825	25.702575	0.217039	0.002537	51	19	43	0.15125	0.573125	5.556563	3.595125	-3.613437
TARA_N000001692	49.058693	-3220	0.138825	23.45048	0.243787	0.002534	45	16	43	0.317375	0.776625	9.313125	5.75275	-3.112875
TARA_N000001694	49.058693	-3096	0.138825	25.702575	0.217039	0.002537	51	19	43	0.15125	0.573125	5.556563	3.595125	-3.613437
TARA_N000001696	49.058693	-3220	0.138825	23.45048	0.243787	0.002534	45	16	43	0.317375	0.776625	9.313125	5.75275	-3.112875
TARA_N000001698	49.058693	-3096	0.138825	25.702575	0.217039	0.002537	51	19	43	0.15125	0.573125	5.556563	3.595125	-3.613437
TARA_N000001700	47.153225	-3365	0.138825	21.73502	0.264716	0.002434	46	15	50	0.428	0.927625	11.76375	7.1255	-3.07825
TARA_N000001702	47.153225	-3177	0.138825	25.702575	0.217039	0.002537	46	14	36	0.15125	0.573125	5.556563	3.595125	-3.613437
TARA_N000001704	47.153225	-3163	0.138825	21.73502	0.264716	0.002434	44	18	41	0.428	0.927625	11.76375	7.1255	-3.07825
TARA_N000001724	49.058693	-3099	0.138825	10.222825	0	0.00185	46	20	39	0.01475	2.664875	37.197667	37.4515	-5.440333
TARA_N000001725	49.058693	-3099	0.138825	10.222825	0	0.00185	46	20	39	0.01475	2.664875	37.197667	37.4515	-5.440333
TARA_N000001727	42.257694	-3215	0.005026	27.497475	0.272009	0.002774	30	10	59	0.0455	0.2865	0.8935	1.7085	-3.6905
TARA_N000001728	42.257694	-3174	0.005026	26.019185	0.329704	0.002817	32	13	57	0.111	0.50475	4.638	3.225	-3.438
TARA_N000001730	42.257694	-3215	0.005026	27.497475	0.272009	0.002774	30	10	59	0.0455	0.2865	0.8935	1.7085	-3.6905
TARA_N000001732	42.257694	-3174	0.005026	26.019185	0.329704	0.002817	32	13	57	0.111	0.50475	4.638	3.225	-3.438
TARA_N000001734	42.257694	-3250	0.005026	27.497475	0.272009	0.002774	29	14	52	0.0455	0.2865	0.8935	1.7085	-3.6905
TARA_N000001736	42.257694	-3174	0.005026	26.019185	0.329704	0.002817	32	13	57	0.111	0.50475	4.638	3.225	-3.438
TARA_N000001738	42.257694	-3215	0.005026	27.497475	0.272009	0.002774	30	10	59	0.0455	0.2865	0.8935	1.7085	-3.6905
TARA_N000001740	42.257694	-3271	0.005026	25.43204	0.327472	0.002697	37	15	70	0.13	0.56725	5.427	3.661	-3.649
TARA_N000001742	40.68749	-3250	0.005026	27.497475	0.272009	0.002774	29	14	52	0.0455	0.2865	0.8935	1.7085	-3.6905
TARA_N000001746	47.30593	-2519	0.064745	23.88816	0.246175	0.002804	41	30	74	0.31925	0.77275	8.287	3.8635	-4.077
TARA_N000001748	45.999916	-2111	0.064745	22.039785	0.282031	0.002488	28	19	64	0.414	0.9295	10.701	5.407	-4.171
TARA_N000001750	47.30593	-2519	0.064745	23.88816	0.246175	0.002804	41	30	74	0.31925	0.77275	8.287	3.8635	-4.077
TARA_N000001752	45.999916	-2111	0.064745	22.039785	0.282031	0.002488	28	19	64	0.414	0.9295	10.701	5.407	-4.171
TARA_N000001754	47.30593	-2519	0.064745	23.88816	0.246175	0.002804	41	30	74	0.31925	0.77275	8.287	3.8635	-4.077
TARA_N000001756	45.999916	-2111	0.064745	22.039785	0.282031	0.002488	28	19	64	0.414	0.9295	10.701	5.407	-4.171
TARA_N000001758	47.30593	-2519	0.064745	23.88816	0.246175	0.002804	41	30	74	0.31925	0.77275	8.287	3.8635	-4.077
TARA_N000001762	45.999916	-2519	0.064745	23.88816	0.246175	0.002804	41	30	74	0.31925	0.77275	8.287	3.8635	-4.077
TARA_N000001764	47.81559	-2133	0.064745	22.267145	0.296402	0.002639	40	24	92	0.414	0.9295	10.701	5.407	-4.171
TARA_N000001765	47.81559	-2133	0.064745	22.267145	0.296402	0.002639	40	24	92	0.414	0.9295	10.701	5.407	-4.171
TARA_N000001784	40.68749	-3257	0.005026	11.142362	0	0.001814	24	10	69					
TARA_N000001785	40.68749	-3257	0.005026	11.142362	0	0.001814	24	10	69					
TARA_N000001796	42.257694	-3271	0.005026	25.43204	0.327472	0.002697	37	15	70	0.13	0.56725	5.427	3.661	-3.649
TARA_N000001803	45.999916	-2279	0.064745	10.082375	0.007712	0.001914	38	29	68					
TARA_N000001804	45.999916	-2279	0.064745	10.082375	0.007712	0.001914	38	29	68					
TARA_N000001806	34.662464	-3902	0.018781	10.69894	0.015423	0.001746	82	73	85					
TARA_N000001808	34.662464	-3902	0.018781	10.69894	0.015423	0.001746	82	73	85					
TARA_N000001809	34.662464	-3902	0.018781	10.69894	0.015423	0.001746	82	73	85					
TARA_N000001810	34.63041	-4043	0.018781	22.78183	0.154999	0.002544	85	72	83	0.0415	0.5	2.676	1.0325	-5.324
TARA_N000001812	34.63041	-4043	0.018781	22.78183	0.154999	0.002544	85	72	83	0.0415	0.5	2.676	1.0325	-5.324
TARA_N000001814	33.229588	-3913	0.018781	19.783275	0.207911	0.002207	71	59	225	0.203	0.443	1.2215	0.9285	-5.8665
TARA_N000001816	33.229588	-3913	0.018781	19.783275	0.207911	0.002207	71	59	225	0.203	0.443	1.2215	0.9285	-5.8665
TARA_N000001818	34.63041	-4043	0.018781	22.78183	0.154999	0.002544	85	72	83	0.0415	0.5	2.676	1.0325	-5.324
TARA_N000001820	33.229588	-3913	0.018781	19.783275	0.207911	0.002207	71	59	225	0.203	0.443	1.2215	0.9285	-5.8665
TARA_N000001823	33.229588	-4043	0.018781	22.78183	0.154999	0.002544	85	72	83	0.0415	0.5	2.676	1.0325	-5.324
TARA_N000001824	33.229588	-3999	0.018781	19.95204	0.221163	0.002213	93	80	91	0.203	0.443	1.2215	0.9285	-5.8665
TARA_N000001826	33.229588	-3931	0.018781	22.78183	0.154999	0.002544	83	71	84	0.0415	0.5	2.676	1.0325	-5.324
TARA_N000001828	33.229588	-3999	0.018781	19.95204	0.221163	0.002213	93	80	91	0.203	0.443	1.2215	0.9285	-5.8665
TARA_N000001846	30.812738	-3641	0.040113	5.749106	0	0.00185	160	140	150					
TARA_N000001847	30.812738	-3641	0.040113	5.749106	0	0.00185	160	140	150					
TARA_N000001860	30.02297	-3280	0.040113	21.94937	0.145434	0.002051	147	131	140	0.014	0.1145	0.04175	0.6935	-1.79025
TARA_N000001870	29.96173	-3523	0.040113	24.26287	0.055382	0.002029	163	134	142	0.0075	0.14225	0.02525	0.7425	-2.25075
TARA_N000001872	30.02297	-3280	0.040113	21.94937	0.145434	0.002051	147	131	140	0.014	0.1145	0.04175	0.6935	-1.79025
TARA_N000001874	29.96173	-3523	0.040113	24.26287	0.055382	0.002029	163	134	142	0.0075	0.14225	0.02525	0.7425	-2.25075
TARA_N000001876	30.02297	-3280	0.040113	21.94937	0.145434	0.002051	147	131	140	0.014	0.1145	0.04175	0.6935	-1.79025
TARA_N000001878	30.812738	-3615	0.040113	24.36001	0.0643	0.002006	160	138	146	0.0075	0.14225	0.02525	0.7425	-2.25075
TARA_N000001880	30.812738	-3615	0.040113	21.405295	0.133342	0.001937	160	138	146	0.02875	0.1175	0.05825	0.6895	-1.82175
TARA_N000001882	29.96173	-3523	0.040113	24.26287	0.055382	0.002029	163	134	142	0.0075	0.14225	0.02525	0.7425	-2.25075
TARA_N000001884	30.02297	-3337	0.040113	21.65917	0.136066	0.001989	138	126	136	0.0255	0.115	0.0535	0.6795	-1.7865
TARA_N000001894	28.351772	-34	0.030077	23.791125	0.1251	0.004082	53	53	52					
TARA_N000001896	28.351772	-34	0.030077	23.791125	0.1251	0.004082	53	53	52					
TARA_N000001898	28.351772	-34	0.030077	23.791125	0.1251	0.004082	53	53	52					
TARA_N000001900	28.351772	-34	0.030077	23.791125	0.1251	0.004082	53	53	52					
TARA_N000001902	28.351772	-34	0.030077	23.791125	0.1251	0.004082	53	53	52					
TARA_N000001904	28.583998	-39	0.032517	24.0531	0.102986	0.004345	16	17	16	0.00925	0.1815	0.01725	0.73825	-2.88675
TARA_N000001905	28.583998	-39	0.032517	24.0531	0.102986	0.004345	16	17	16	0.00925	0.1815	0.01725	0.73825	-2.88675
TARA_N000001906	28.583998	-39	0.032517	24.0531	0.102986	0.004345	16	17	16	0.00925	0.1815	0.01725	0.73825	-2.88675
TARA_N000001908	28.966257	-72	0.028259	23.990306	0.149364	0.004143	17	18	14	0.0295	0.20025	0.139	0.729625	-3.065
TARA_N000001910	28.966257	-72	0.028259	23.990306	0.149364	0.004143	17	18	14	0.0295	0.20025	0.139	0.729625	-3.065
TARA_N000001911	28.966257	-72	0.028259	23.990306	0.149364	0.004143	17	18	14	0.0295	0.20025	0.139	0.729625	-3.065
TARA_N000001912	28.966257	-67	0.030656	24.144408	0.112226	0.004584	10	19	13	0.017375	0.187833	0.068667	0.719083	-2.936661
TARA_N000001914	28.583998	-67	0.030656	24.144408	0.112226	0.004584	10	19	13	0.017375	0.187833	0.068667	0.719083	-2.936661
TARA_N000001915	28.966257	-67	0.030656	24.190062	0.116845	0.004703	10	19	13	0.0255	0.191	0.094375	0.7095	-2.961625
TARA_N000001916	27.994612	-5	0.024646	23.94915	0.15065	0.004171	20	16	18	0.0295	0.19875	0.155167	0.733333	-3.024833
TARA_N000001918	27.994612	-5	0.024646	23.94915	0.15065	0.004171	20	16	18	0.0295	0.19875	0.155167	0.733333	-3.024833
TARA_N000001919	27.994612	-5	0.024646	23.94915	0.15065	0.004171	20	16	18	0.0295	0.19875	0.155167	0.733333	-3.024833
TARA_N000001920	27.994612	-6	0.023596	23.94915	0.15065	0.004171	21	18	15	0.0295	0.19875	0.155167	0.733333	-3.024833
TARA_N000001922	27.994612	-6	0.023596	23.94915	0.15065	0.004171	21	18	15	0.0295	0.19875	0.155167	0.733333	-3.024833
TARA_N000001923	27.994612	-6	0.023596	23.94915	0.15065	0.004171	21	18	15	0.0295	0.19875	0.155167	0.733333	-3.024833
TARA_N000001924	29.02376	-277	0.058274	23.6621	0.062791	0.006349	13	13	12	0.0235	0.176125	0.121875	0.69175	-2.696125
TARA_N000001926	29.02376	-277	0.058274	23.6621	0.062791	0.006349	13	13	12	0.0235	0.176125	0.121875	0.69175	-2.696125
TARA_N000001927	29.02376	-277	0.058274	23.6621	0.062791	0.006349	13	13	12	0.0235	0.176125	0.121875	0.69175	-2.696125
TARA_N000001928	29.02376	-269	0.058259	23.6621	0.062791	0.006349	9	13	12	0.0235	0.176125	0.121875	0.69175	-2.696125
TARA_N000001930	29.02376	-269	0.058259	23.6621	0.062791	0.006349	9	13	12	0.0235	0.176125	0.121875	0.69175	-2.696125
TARA_N000001931	29.02376	-269	0.058259	23.6621	0.062791	0.006349	9	13	12	0.0235	0.176125	0.121875	0.69175	-2.696125
TARA_N000001932	26.794153	-421	0.043045	24.232737	0.016279	0.002102	13	52	51	0.005	0.169	0.04675	0.714	-2.65725
TARA_N000001934	26.794153	-421	0.043045	24.232737	0.016279	0.002102	13	52	51	0.005	0.169	0.04675	0.714	-2.65725
TARA_N000001935	26.794153	-421	0.043045	24.232737	0.016279	0.002102	13	52	51	0.005	0.169	0.04675	0.714	-2.65725
TARA_N000001937	43.031143	-3444	0.028977	26.60467	0.177137	0.002255	106	101	112	0.11925	0.56795	5.456	2.1905	-3.6312
TARA_N000001938	43.031143	-3444	0.028977	26.60467	0.177137	0.002255	106	101	112	0.11925	0.56795	5.456	2.1905	-3.6312
TARA_N000001941	43.031143	-3494	0.028977	26.60467	0.177137	0.002255	108	106	116	0.11925	0.56795	5.456	2.1905	-3.6312
TARA_N000001942	43.031143	-3494	0.028977	26.60467	0.177137	0.002255	108	106	116	0.11925	0.56795	5.456	2.1905	-3.6312
TARA_N000001943	43.276554	-3494	0.028977	26.60467	0.177137	0.002255	108	106	116	0.11925	0.56795	5.456	2.1905	-3.6312
TARA_N000001946	43.29338	-3695	0.028977	24.661385	0.199886	0.002163	102	99	109	0.092792	0.582933	2.67775	1.907042	-6.649178
TARA_N000001948	43.29338	-3695	0.028977	24.661385	0.199886	0.002163	102	99	109	0.092792	0.582933	2.67775	1.907042	-6.649178
TARA_N000001949	43.29338	-3695	0.028977	24.661385	0.199886	0.002163	102	99	109	0.092792	0.582933	2.67775	1.907042	-6.649178
TARA_N000001950	43.59151	-3313	0.028977	24.810235	0.189038	0.002174	99	15	103					
TARA_N000001952	43.031143	-3313	0.028977	24.661385	0.199886	0.002163	99	15	103					
TARA_N000001954	43.031143	-3405	0.028977	24.661385	0.199886	0.002163	93	89	99	0.092792	0.582933	2.67775	1.907042	-6.649178
TARA_N000001972	45.790096	-966	0.053774	26.586685	0.181215	0.002377	14	116	134	0.14425	0.53495	4.9015	2.2205	-3.6577
TARA_N000001982	45.790096	-985	0.053774	21.97372	0	0.001861	36	95	234	1.46875	0.6607	5.44175	1.18375	-5.12945
TARA_N000001991	45.790096	-1274	0.053774	21.97372	0	0.001861	40	99	116	1.46875	0.6607	5.44175	1.18375	-5.12945
TARA_N000001992	45.790096	-966	0.053774	26.586685	0.181215	0.002377	14	116	134	0.14425	0.53495	4.9015	2.2205	-3.6577
TARA_N000001994	45.790096	-770	0.053774	26.586685	0.181215	0.002377	34	97	119	0.14425	0.53495	4.9015	2.2205	-3.6577
TARA_N000001996	45.790096	-770	0.053774	26.586685	0.181215	0.002377	34	97	119	0.14425	0.53495	4.9015	2.2205	-3.6577
TARA_N000001998	45.790096	-770	0.053774	26.586685	0.181215	0.002377	34	97	119	0.14425	0.53495	4.9015	2.2205	-3.6577
TARA_N000002000	45.790096	-985	0.053774	21.97372	0	0.001861	36	95	234	1.46875	0.6607	5.44175	1.18375	-5.12945
TARA_N000002001	45.790096	-985	0.053774	21.97372	0	0.001861	36	95	234	1.46875	0.6607	5.44175	1.18375	-5.12945
TARA_N000002002	45.790096	-1274	0.053774	21.97372	0	0.001861	40	99	116	1.46875	0.6607	5.44175	1.18375	-5.12945
TARA_N000002004	45.790096	-770	0.053774	23.030495	0.013803	0.001939	34	97	119	1.46875	0.6607	5.44175	1.18375	-5.12945
TARA_N000002006	45.790096	-1274	0.053774	21.97372	0	0.001861	40	99	116	1.46875	0.6607	5.44175	1.18375	-5.12945
TARA_N000002010	43.031143	-3328	0.028977	7.133995	0	0.001795	103	97	107					
TARA_N000002011	43.031143	-3328	0.028977	7.133995	0	0.001795	103	97	107					
TARA_N000002012	45.790096	-985	0.053774	21.97372	0	0.001861	36	95	234	1.46875	0.6607	5.44175	1.18375	-5.12945
TARA_N000002013	45.790096	-985	0.053774	21.97372	0	0.001861	36	95	234	1.46875	0.6607	5.44175	1.18375	-5.12945
TARA_N000002014	45.790096	-985	0.053774	21.97372	0	0.001861	36	95	234	1.46875	0.6607	5.44175	1.18375	-5.12945
TARA_N000002015	45.790096	-985	0.053774	21.97372	0	0.001861	36	95	234	1.46875	0.6607	5.44175	1.18375	-5.12945
TARA_N000002016	45.790096	-985	0.053774	21.97372	0	0.001861	36	95	234	1.46875	0.6607	5.44175	1.18375	-5.12945
TARA_N000002017	47.947315	-4403	0.014455	26.80604	0.178072	0.002338	40	109	119	0.1945	0.55725	3.7335	1.80475	-5.1825
TARA_N000002019	47.947315	-4403	0.014455	26.80604	0.178072	0.002338	40	109	119	0.1945	0.55725	3.7335	1.80475	-5.1825
TARA_N000002021	47.947315	-4457	0.014455	26.80604	0.178072	0.002338	61	106	119	0.1945	0.55725	3.7335	1.80475	-5.1825
TARA_N000002024	47.947315	-4457	0.014455	26.80604	0.178072	0.002338	61	106	119	0.1945	0.55725	3.7335	1.80475	-5.1825
TARA_N000002025	47.947315	-4457	0.014455	26.80604	0.178072	0.002338	61	106	119	0.1945	0.55725	3.7335	1.80475	-5.1825
TARA_N000002036	46.332516	-2640	0.043603	26.572419	0.261381	0.00259	34	90	113	0.1665	0.63025	6.2015	2.53325	-3.8825
TARA_N000002037	46.332516	-2640	0.043603	26.572419	0.261381	0.00259	34	90	113	0.1665	0.63025	6.2015	2.53325	-3.8825
TARA_N000002039	46.332516	-2640	0.043603	26.572419	0.261381	0.00259	34	90	113	0.1665	0.63025	6.2015	2.53325	-3.8825
TARA_N000002041	47.040905	-3091	0.043603	26.529519	0.237896	0.002609	60	98	108	0.1665	0.63025	6.2015	2.53325	-3.8825
TARA_N000002043	46.332516	-2640	0.043603	26.545337	0.253267	0.00259	34	90	113	0.1665	0.63025	6.2015	2.53325	-3.8825
TARA_N000002062	47.022877	-954	0.043603	24.81397	0.077051	0.002039	28	97	111	0.3535	0.4885	1.19925	1.469	-6.61675
TARA_N000002063	47.022877	-954	0.043603	24.81397	0.077051	0.002039	28	97	111	0.3535	0.4885	1.19925	1.469	-6.61675
TARA_N000002069	47.022877	-663	0.043603	24.86666	0.079475	0.002062	32	102	129	0.3535	0.4885	1.19925	1.469	-6.61675
TARA_N000002079	48.62074	-4371	0.014455	23.681605	0	0.001863	26	101	111	0.05475	0.566	3.47525	1.24575	-5.58075
TARA_N000002081	48.62074	-4371	0.014455	23.681605	0	0.001863	26	101	111	0.05475	0.566	3.47525	1.24575	-5.58075
TARA_N000002083	47.947315	-4412	0.014455	23.681605	0	0.001863	45	91	101	0.05475	0.566	3.47525	1.24575	-5.58075
TARA_N000002085	47.947315	-4406	0.014455	23.681605	0	0.001863	37	93	103	0.05475	0.566	3.47525	1.24575	-5.58075
TARA_N000002087	47.947315	-4412	0.014455	23.041735	0	0.001823	45	91	101	0.05475	0.57375	3.7975	1.32075	-5.3825
TARA_N000002091	31.230354	-4691	0.043359	4.918875	0	0.001807	38	13	42					
TARA_N000002092	31.230354	-4691	0.043359	4.918875	0	0.001807	38	13	42					
TARA_N000002101	27.215925	-4962	0.034771	20.150733	0.1004	0.002308	56	219	230	0.218	0.001	0.4035	0.797	0.3875
TARA_N000002103	27.215925	-4962	0.034771	20.150733	0.1004	0.002308	56	219	230	0.218	0.001	0.4035	0.797	0.3875
TARA_N000002105	26.505795	-4947	0.034771	20.150733	0.1004	0.002308	13	228	242	0.218	0.001	0.4035	0.797	0.3875
TARA_N000002106	26.505795	-4947	0.034771	20.150733	0.1004	0.002308	13	228	242	0.218	0.001	0.4035	0.797	0.3875
TARA_N000002107	26.505795	-4947	0.034771	20.150733	0.1004	0.002308	13	228	242	0.218	0.001	0.4035	0.797	0.3875
TARA_N000002109	26.97719	-4962	0.034771	20.150733	0.1004	0.002308	56	219	230	0.218	0.001	0.4035	0.797	0.3875
TARA_N000002111	28.288279	-4473	0.085786	20.481195	0.120903	0.002136	14	126	186	0.093	0.0015	0.1505	0.728	0.1265
TARA_N000002113	28.288279	-4473	0.085786	20.481195	0.120903	0.002136	14	126	186	0.093	0.0015	0.1505	0.728	0.1265
TARA_N000002115	28.055067	-4551	0.085786	20.481195	0.120903	0.002136	53	104	177	0.093	0.0015	0.1505	0.728	0.1265
TARA_N000002117	27.599709	-4551	0.085786	20.481195	0.120903	0.002136	53	104	177	0.093	0.0015	0.1505	0.728	0.1265
TARA_N000002119	28.288279	-4473	0.085786	20.481195	0.120903	0.002136	14	126	186	0.093	0.0015	0.1505	0.728	0.1265
TARA_N000002131	23.46413	-5057		18.129194	0	0.001869	43	173	180	0.0305	0.179	4.1285	1.6225	1.2645
TARA_N000002132	23.46413	-5057		18.129194	0	0.001869	43	173	180	0.0305	0.179	4.1285	1.6225	1.2645
TARA_N000002133	38.580673	-4781	0.079308	18.82554	0.156401	0.002602	33	151	171					
TARA_N000002135	38.580673	-4781	0.079308	18.82554	0.156401	0.002602	33	151	171					
TARA_N000002137	38.3299	-4818	0.079308	18.82554	0.156401	0.002602	35	143	170					
TARA_N000002139	38.3299	-4818	0.079308	18.82554	0.156401	0.002602	35	143	170					
TARA_N000002141	38.580673	-4781	0.079308	18.82554	0.156401	0.002602	33	151	171					
TARA_N000002143	33.24664	-2747	0.073051	17.585567	0.21402	0.002561	48	58	105	0.04	0	0.1745	0.8423	0.1745
TARA_N000002145	33.24664	-2747	0.073051	17.585567	0.21402	0.002561	48	58	105	0.04	0	0.1745	0.8423	0.1745
TARA_N000002147	33.241665	-3182	0.073051	17.585567	0.21402	0.002561	40	105	114	0.04	0	0.1745	0.8423	0.1745
TARA_N000002151	24.816668	-4582	0.04793	10.6855	0.007712	0.001744	13	198	210	0	1.3135	20.025	13.2415	-0.991
TARA_N000002152	24.816668	-4582	0.04793	10.6855	0.007712	0.001744	13	198	210	0	1.3135	20.025	13.2415	-0.991
TARA_N000002171	28.564116	-3982	0.047316	5.245492	0	0.001869	20	10	6					
TARA_N000002172	28.564116	-3982	0.047316	5.245492	0	0.001869	20	10	6					
TARA_N000002175	28.85328	-4001	0.047316	17.33733	0.236135	0.002861	32	26	40	0.015167	0.288583	0.029292	1.223291	-4.588036
TARA_N000002179	28.85328	-4012	0.047316	17.46236	0.253087	0.002925	33	33	44	0.015167	0.288583	0.029292	1.223291	-4.588036
TARA_N000002181	29.071009	-4036	0.03401	17.46236	0.253087	0.002925	13	31	41	0.015167	0.288583	0.029292	1.223291	-4.588036
TARA_N000002183	28.40829	-4049	0.047316	16.2703	0.267761	0.00334	30	17	43	0.128209	0.370333	1.011	1.615166	-4.914328
TARA_N000002185	28.564116	-4001	0.047316	17.01107	0.214419	0.002875	32	26	40	0.015167	0.288583	0.029292	1.223291	-4.588036
TARA_N000002187	28.85328	-4049	0.047316	16.2703	0.267761	0.00334	30	17	43	0.128209	0.370333	1.011	1.615166	-4.914328
TARA_N000002189	29.071009	-4036	0.03401	17.46236	0.253087	0.002925	13	31	41	0.015167	0.288583	0.029292	1.223291	-4.588036
TARA_N000002191	28.40829	-4049	0.047316	16.2703	0.267761	0.00334	30	17	43	0.128209	0.370333	1.011	1.615166	-4.914328
TARA_N000002193	29.838535	-4001	0.047316	17.33733	0.236135	0.002861	32	26	40	0.015167	0.288583	0.029292	1.223291	-4.588036
TARA_N000002195	28.564116	-4049	0.047316	16.2703	0.267761	0.00334	30	17	43	0.128209	0.370333	1.011	1.615166	-4.914328
TARA_N000002197	28.587667	-4036	0.03401	17.46236	0.253087	0.002925	13	31	41	0.015167	0.288583	0.029292	1.223291	-4.588036
TARA_N000002199	28.564116	-4049	0.047316	16.2703	0.267761	0.00334	30	17	43	0.128209	0.370333	1.011	1.615166	-4.914328
TARA_N000002219	46.332516	-2640	0.043603	26.572419	0.261381	0.00259	34	90	113	0.1665	0.63025	6.2015	2.53325	-3.8825
TARA_N000002223	47.022877	-620	0.043603	26.526406	0.219263	0.002589	47	52	132	0.1665	0.63025	6.2015	2.53325	-3.8825
TARA_N000002225	45.920948	-4931	0.056329	26.68965	0.160768	0.002451	58	41	264	0.038	0.3585	1.7335	1.262	-4.0025
TARA_N000002226	45.93736	-4928	0.056329	26.68965	0.160768	0.002451	46	48	45	0.038	0.3585	1.7335	1.262	-4.0025
TARA_N000002227	45.93736	-4928	0.056329	26.68965	0.160768	0.002451	70	63	129	0.038	0.3585	1.7335	1.262	-4.0025
TARA_N000002228	45.920948	-4931	0.056329	26.68965	0.160768	0.002451	58	41	264	0.038	0.3585	1.7335	1.262	-4.0025
TARA_N000002229	45.93736	-4928	0.056329	26.68965	0.160768	0.002451	46	48	45	0.038	0.3585	1.7335	1.262	-4.0025
TARA_N000002231	54.24842	-4387	0.03885	27.067715	0.201192	0.002271	104	100	149	0.1715	0.56525	4.821	1.932	-4.223
TARA_N000002233	54.28735	-4835	0.03885	26.960655	0.179825	0.002168	68	92	156	0.2045	0.56825	4.5355	1.5525	-4.5565
TARA_N000002235	54.24842	-4387	0.03885	27.067715	0.201192	0.002271	104	100	149	0.1715	0.56525	4.821	1.932	-4.223
TARA_N000002237	54.28735	-4835	0.03885	26.960655	0.179825	0.002168	68	92	156	0.2045	0.56825	4.5355	1.5525	-4.5565
TARA_N000002239	54.28735	-5092	0.03885	27.067715	0.201192	0.002271	76	68	148	0.1715	0.56525	4.821	1.932	-4.223
TARA_N000002241	54.28735	-5061	0.03885	26.960655	0.179825	0.002168	74	11	166	0.2045	0.56825	4.5355	1.5525	-4.5565
TARA_N000002243	54.24842	-5092	0.03885	27.067715	0.201192	0.002271	76	68	148	0.1715	0.56525	4.821	1.932	-4.223
TARA_N000002245	54.28735	-5076	0.03885	26.960655	0.179825	0.002168	80	82	139	0.2045	0.56825	4.5355	1.5525	-4.5565
TARA_N000002247	54.28735	-5092	0.03885	27.067715	0.201192	0.002271	76	68	148	0.1715	0.56525	4.821	1.932	-4.223
TARA_N000002249	54.28735	-5076	0.03885	26.960655	0.179825	0.002168	80	82	139	0.2045	0.56825	4.5355	1.5525	-4.5565
TARA_N000002285	53.863625	-4768	0.115437	26.218438	0.25349	0.002475	29	52	101	0.2715	0.53975	5.0815	2.668	-3.5545
TARA_N000002287	53.863625	-4767	0.115437	26.139288	0.28262	0.002446	43	22	113	0.2835	0.54925	5.264	2.7405	-3.524
TARA_N000002289	53.863625	-4768	0.115437	26.218438	0.25349	0.002475	29	52	101	0.2715	0.53975	5.0815	2.668	-3.5545
TARA_N000002291	53.863625	-4767	0.115437	26.139288	0.28262	0.002446	43	22	113	0.2835	0.54925	5.264	2.7405	-3.524
TARA_N000002293	54.117874	-4767	0.115437	26.218438	0.25349	0.002475	43	22	113	0.2715	0.53975	5.0815	2.668	-3.5545
TARA_N000002295	54.117874	-4767	0.115437	26.139288	0.28262	0.002446	43	22	113	0.2835	0.54925	5.264	2.7405	-3.524
TARA_N000002297	53.863625	-4767	0.115437	26.218438	0.25349	0.002475	43	22	113	0.2715	0.53975	5.0815	2.668	-3.5545
TARA_N000002299	54.38821	-4767	0.115437	26.139288	0.28262	0.002446	43	22	113	0.2835	0.54925	5.264	2.7405	-3.524
TARA_N000002301	53.863625	-4767	0.115437	26.218438	0.25349	0.002475	43	22	113	0.2715	0.53975	5.0815	2.668	-3.5545
TARA_N000002303	54.38821	-4767	0.115437	26.139288	0.28262	0.002446	43	22	113	0.2835	0.54925	5.264	2.7405	-3.524
TARA_N000002306	38.588253	-5023	0.045416	28.29544	0.21374	0.002241	81	73	110	0.042	0.225	0.4145	1.3695	-3.1855
