sample_id_pangaea	sample_material	event_date	event_latitude	event_longitude	depth_nominal	marine_biome	ocean_region	biogeo_province	station	depth	size_fraction	lower_size_fraction	upper_size_fraction	depthplot	sizeplot	station_plot	biomeplot	polar	abs_lat	uniq	complete	coral_station
TARA_B110001469	TARA_163_SRF_0.22-3	2013-06-09T07:39:00	76.1825	1.3918	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	163	SRF	0.22-3	0.22	3	SRF	pico	163 SRF	Polar	Polar	76.1825	no	no	no
TARA_E400007200	TARA_026_SRF_0.8-20	2009-11-24T07:40	38.4761	20.1705	5	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	026	SRF	0.8-20	0.8	20	SRF	piconano	026 SRF	Westerlies	Non polar	38.4761	yes	no	no
TARA_E500000075	TARA_023_SRF_0.22-1.6	2009-11-18T08:41	42.2038	17.715	5	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	023	SRF	0.22-1.6	0.22	1.6	SRF	pico	023 SRF	Westerlies	Non polar	42.2038	yes	yes	no
TARA_E500000081	TARA_023_DCM_0.22-1.6	2009-11-18T13:50	42.1735	17.7252	55	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	023	DCM	0.22-1.6	0.22	1.6	MIX/DCM	pico	023 MIX/DCM	Westerlies	Non polar	42.1735	yes	yes	no
TARA_E500000178	TARA_025_SRF_0.22-1.6	2009-11-23T09:12	39.3888	19.3905	5	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	025	SRF	0.22-1.6	0.22	1.6	SRF	pico	025 SRF	Westerlies	Non polar	39.3888	yes	yes	no
TARA_E500000196	TARA_025_DCM_20-180	2009-11-23T13:08	39.4046	19.3886	50	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	025	DCM	20-180	20	180	MIX/DCM	micro	025 MIX/DCM	Westerlies	Non polar	39.4046	yes	yes	no
TARA_E500000200	TARA_025_DCM_180-2000	2009-11-23T16:20	39.3833	19.4183	50	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	025	DCM	180-2000	180	2000	MIX/DCM	meso	025 MIX/DCM	Westerlies	Non polar	39.3833	yes	yes	no
TARA_E500000331	TARA_025_DCM_0.22-1.6	2009-11-23T13:52	39.3991	19.3997	50	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	025	DCM	0.22-1.6	0.22	1.6	MIX/DCM	pico	025 MIX/DCM	Westerlies	Non polar	39.3991	yes	yes	no
TARA_G000000124	TARA_047_DCM_0.8-20	2010-04-16T04:43:34	-2.0465	72.1568	55	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	047	DCM	0.8-20	0.8	20	MIX/DCM	piconano	047 MIX/DCM	Trades	Non polar	2.0465	yes	no	no
TARA_N000000002	TARA_037_MES_0.8-5	2010-03-12T17:08:47	20.8457	63.5851	600	Coastal Biome	[IO] Indian Ocean (MRGID:1904)	[ARAB] Northwest Arabian Sea Upwelling Province (MRGID:21475)	037	MES	0.8-5	0.8	5	MES	piconano	037 MES	Coastal	Non polar	20.8457	yes	no	no
TARA_N000000006	TARA_039_SRF_0.8-5	2010-03-18T04:27	18.5918	66.622	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	039	SRF	0.8-5	0.8	5	SRF	piconano	039 SRF	Trades	Non polar	18.5918	yes	no	no
TARA_N000000007	TARA_039_DCM_0.8-5	2010-03-18T11:33	18.5839	66.4727	25	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	039	DCM	0.8-5	0.8	5	MIX/DCM	piconano	039 MIX/DCM	Trades	Non polar	18.5839	yes	yes	no
TARA_N000000008	TARA_039_SRF_5-20	2010-03-18T04:27	18.5918	66.622	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	039	SRF	5-20	5	20	SRF	nano	039 SRF	Trades	Non polar	18.5918	yes	no	no
TARA_N000000009	TARA_039_DCM_5-20	2010-03-18T11:33	18.5839	66.4727	25	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	039	DCM	5-20	5	20	MIX/DCM	nano	039 MIX/DCM	Trades	Non polar	18.5839	yes	yes	no
TARA_N000000011	TARA_039_SRF_20-180	2010-03-18T05:05	18.5667	66.522	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	039	SRF	20-180	20	180	SRF	micro	039 SRF	Trades	Non polar	18.5667	yes	no	no
TARA_N000000012	TARA_039_DCM_20-180	2010-03-18T09:40	18.5745	66.4895	25	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	039	DCM	20-180	20	180	MIX/DCM	micro	039 MIX/DCM	Trades	Non polar	18.5745	yes	yes	no
TARA_N000000013	TARA_039_SRF_180-2000	2010-03-18T08:20	18.5743	66.5029	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	039	SRF	180-2000	180	2000	SRF	meso	039 SRF	Trades	Non polar	18.5743	yes	no	no
TARA_N000000014	TARA_039_DCM_180-2000	2010-03-18T10:41	18.5584	66.4725	25	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	039	DCM	180-2000	180	2000	MIX/DCM	meso	039 MIX/DCM	Trades	Non polar	18.5584	yes	yes	no
TARA_N000000020	TARA_039_SRF_180-2000	2010-03-18T08:20	18.5743	66.5029	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	039	SRF	180-2000	180	2000	SRF	meso	039 SRF	Trades	Non polar	18.5743	no	no	no
TARA_N000000023	TARA_039_MES_5-20	2010-03-20T08:15:28	18.7341	66.3896	270	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	039	MES	5-20	5	20	MES	nano	039 MES	Trades	Non polar	18.7341	yes	no	no
TARA_N000000025	TARA_039_MES_0.8-5	2010-03-20T08:15:28	18.7341	66.3896	270	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	039	MES	0.8-5	0.8	5	MES	piconano	039 MES	Trades	Non polar	18.7341	yes	no	no
TARA_N000000026	TARA_039_MES_5-20	2010-03-20T08:15:28	18.7341	66.3896	270	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	039	MES	5-20	5	20	MES	nano	039 MES	Trades	Non polar	18.7341	no	no	no
TARA_N000000027	TARA_039_MES_20-180	2010-03-20T08:15:28	18.7341	66.3896	270	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	039	MES	20-180	20	180	MES	micro	039 MES	Trades	Non polar	18.7341	yes	no	no
TARA_N000000028	TARA_038_MES_20-180	2010-03-16T06:13:30	19.0351	64.5638	340	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	038	MES	20-180	20	180	MES	micro	038 MES	Trades	Non polar	19.0351	yes	no	no
TARA_N000000029	TARA_038_SRF_0.8-5	2010-03-15T03:35	19.0393	64.4913	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	038	SRF	0.8-5	0.8	5	SRF	piconano	038 SRF	Trades	Non polar	19.0393	yes	yes	no
TARA_N000000030	TARA_038_DCM_0.8-5	2010-03-15T11:18	19.0284	64.5126	25	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	038	DCM	0.8-5	0.8	5	MIX/DCM	piconano	038 MIX/DCM	Trades	Non polar	19.0284	yes	yes	no
TARA_N000000031	TARA_038_MES_0.8-5	2010-03-16T06:13:30	19.0351	64.5638	340	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	038	MES	0.8-5	0.8	5	MES	piconano	038 MES	Trades	Non polar	19.0351	yes	no	no
TARA_N000000032	TARA_038_MES_5-20	2010-03-16T06:13:30	19.0351	64.5638	340	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	038	MES	5-20	5	20	MES	nano	038 MES	Trades	Non polar	19.0351	yes	no	no
TARA_N000000034	TARA_038_MES_0.8-5	2010-03-16T06:13:30	19.0351	64.5638	340	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	038	MES	0.8-5	0.8	5	MES	piconano	038 MES	Trades	Non polar	19.0351	no	no	no
TARA_N000000037	TARA_038_SRF_5-20	2010-03-15T03:35	19.0393	64.4913	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	038	SRF	5-20	5	20	SRF	nano	038 SRF	Trades	Non polar	19.0393	yes	yes	no
TARA_N000000038	TARA_038_SRF_20-180	2010-03-15T03:37	19.0393	64.4913	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	038	SRF	20-180	20	180	SRF	micro	038 SRF	Trades	Non polar	19.0393	yes	yes	no
TARA_N000000039	TARA_038_SRF_180-2000	2010-03-15T05:31	19.0359	64.511	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	038	SRF	180-2000	180	2000	SRF	meso	038 SRF	Trades	Non polar	19.0359	yes	yes	no
TARA_N000000040	TARA_038_DCM_5-20	2010-03-15T11:18	19.0284	64.5126	25	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	038	DCM	5-20	5	20	MIX/DCM	nano	038 MIX/DCM	Trades	Non polar	19.0284	yes	yes	no
TARA_N000000041	TARA_038_DCM_20-180	2010-03-15T10:02	19.0235	64.5256	25	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	038	DCM	20-180	20	180	MIX/DCM	micro	038 MIX/DCM	Trades	Non polar	19.0235	yes	yes	no
TARA_N000000042	TARA_038_DCM_180-2000	2010-03-15T10:20	19.0199	64.5315	25	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	038	DCM	180-2000	180	2000	MIX/DCM	meso	038 MIX/DCM	Trades	Non polar	19.0199	yes	yes	no
TARA_N000000046	TARA_038_SRF_180-2000	2010-03-15T05:31	19.0359	64.511	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	038	SRF	180-2000	180	2000	SRF	meso	038 SRF	Trades	Non polar	19.0359	no	no	no
TARA_N000000051	TARA_039_FSW_0.8-5	2010-03-18T09:40	18.5745	66.4895	2	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	039	FSW	0.8-5	0.8	5		piconano	039 NA	Trades	Non polar	18.5745	yes	no	no
TARA_N000000052	TARA_039_FSW_0.8-5	2010-03-18T09:40	18.5745	66.4895	2	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	039	FSW	0.8-5	0.8	5		piconano	039 NA	Trades	Non polar	18.5745	no	no	no
TARA_N000000063	TARA_040_SRF_3->	2010-03-22T03:04:47	17.5294	67.9576	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	040	SRF	3->	3		SRF	nano	040 SRF	Trades	Non polar	17.5294	yes	no	no
TARA_N000000064	TARA_040_ZZZ_3->	2010-03-22T07:07:08	17.4825	67.9869	25	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	040	ZZZ	3->	3			nano	040 NA	Trades	Non polar	17.4825	yes	no	no
TARA_N000000065	TARA_040_ZZZ_3->	2010-03-22T09:29:27	17.4814	67.9947	50	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	040	ZZZ	3->	3			nano	040 NA	Trades	Non polar	17.4814	no	no	no
TARA_N000000066	TARA_040_ZZZ_3->	2010-03-22T11:22:11	17.4847	67.9997	75	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	040	ZZZ	3->	3			nano	040 NA	Trades	Non polar	17.4847	no	no	no
TARA_N000000067	TARA_040_ZZZ_3->	2010-03-22T13:11:56	17.4831	68.0026	105	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	040	ZZZ	3->	3			nano	040 NA	Trades	Non polar	17.4831	no	no	no
TARA_N000000068	TARA_040_MES_3->	2010-03-22T15:48:12	17.4855	68.0247	285	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	040	MES	3->	3		MES	nano	040 MES	Trades	Non polar	17.4855	yes	no	no
TARA_N000000071	TARA_041_SRF_0.8-5	2010-03-30T02:47	14.6059	69.9776	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	041	SRF	0.8-5	0.8	5	SRF	piconano	041 SRF	Trades	Non polar	14.6059	yes	yes	no
TARA_N000000072	TARA_041_DCM_0.8-5	2010-03-30T10:56	14.5536	70.0128	60	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	041	DCM	0.8-5	0.8	5	MIX/DCM	piconano	041 MIX/DCM	Trades	Non polar	14.5536	yes	yes	no
TARA_N000000073	TARA_041_SRF_5-20	2010-03-30T02:47	14.6059	69.9776	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	041	SRF	5-20	5	20	SRF	nano	041 SRF	Trades	Non polar	14.6059	yes	yes	no
TARA_N000000074	TARA_041_DCM_5-20	2010-03-30T10:56	14.5536	70.0128	60	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	041	DCM	5-20	5	20	MIX/DCM	nano	041 MIX/DCM	Trades	Non polar	14.5536	yes	yes	no
TARA_N000000075	TARA_041_DCM_20-180	2010-03-30T09:17	14.5644	70.0096	70	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	041	DCM	20-180	20	180	MIX/DCM	micro	041 MIX/DCM	Trades	Non polar	14.5644	yes	yes	no
TARA_N000000076	TARA_041_SRF_20-180	2010-03-30T02:45	14.6067	69.9775	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	041	SRF	20-180	20	180	SRF	micro	041 SRF	Trades	Non polar	14.6067	yes	yes	no
TARA_N000000077	TARA_041_SRF_180-2000	2010-03-30T05:32	14.5741	69.9988	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	041	SRF	180-2000	180	2000	SRF	meso	041 SRF	Trades	Non polar	14.5741	yes	yes	no
TARA_N000000078	TARA_041_DCM_180-2000	2010-03-30T09:36	14.5566	70.0107	70	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	041	DCM	180-2000	180	2000	MIX/DCM	meso	041 MIX/DCM	Trades	Non polar	14.5566	yes	yes	no
TARA_N000000085	TARA_042_SRF_0.8-5	2010-04-04T02:47	6.0001	73.8955	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	042	SRF	0.8-5	0.8	5	SRF	piconano	042 SRF	Trades	Non polar	6.0001	yes	yes	no
TARA_N000000086	TARA_042_DCM_0.8-5	2010-04-04T09:50	5.9998	73.9067	80	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	042	DCM	0.8-5	0.8	5	MIX/DCM	piconano	042 MIX/DCM	Trades	Non polar	5.9998	yes	yes	no
TARA_N000000087	TARA_042_SRF_5-20	2010-04-04T02:47	6.0001	73.8955	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	042	SRF	5-20	5	20	SRF	nano	042 SRF	Trades	Non polar	6.0001	yes	yes	no
TARA_N000000088	TARA_042_DCM_5-20	2010-04-04T09:50	5.9998	73.9067	80	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	042	DCM	5-20	5	20	MIX/DCM	nano	042 MIX/DCM	Trades	Non polar	5.9998	yes	yes	no
TARA_N000000089	TARA_042_SRF_20-180	2010-04-04T03:04	6.0019	73.8949	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	042	SRF	20-180	20	180	SRF	micro	042 SRF	Trades	Non polar	6.0019	yes	yes	no
TARA_N000000091	TARA_042_DCM_20-180	2010-04-04T08:28	5.9994	73.8978	80	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	042	DCM	20-180	20	180	MIX/DCM	micro	042 MIX/DCM	Trades	Non polar	5.9994	yes	yes	no
TARA_N000000093	TARA_042_SRF_180-2000	2010-04-04T05:27	6.0098	73.894	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	042	SRF	180-2000	180	2000	SRF	meso	042 SRF	Trades	Non polar	6.0098	yes	yes	no
TARA_N000000094	TARA_042_SRF_180-2000	2010-04-04T05:27	6.0098	73.894	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	042	SRF	180-2000	180	2000	SRF	meso	042 SRF	Trades	Non polar	6.0098	no	no	no
TARA_N000000095	TARA_042_DCM_180-2000	2010-04-04T08:48	5.9996	73.8994	80	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	042	DCM	180-2000	180	2000	MIX/DCM	meso	042 MIX/DCM	Trades	Non polar	5.9996	yes	yes	no
TARA_N000000100	TARA_042_DCM_5-20	2010-04-04T09:50	5.9998	73.9067	80	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	042	DCM	5-20	5	20	MIX/DCM	nano	042 MIX/DCM	Trades	Non polar	5.9998	no	no	no
TARA_N000000112	TARA_048_SRF_180-2000	2010-04-19T11:47	-9.4153	66.303	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	048	SRF	180-2000	180	2000	SRF	meso	048 SRF	Trades	Non polar	9.4153	yes	no	no
TARA_N000000113	TARA_048_SRF_0.8-20	2010-04-19T07:56	-9.3921	66.4228	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	048	SRF	0.8-20	0.8	20	SRF	piconano	048 SRF	Trades	Non polar	9.3921	yes	no	no
TARA_N000000115	TARA_048_SRF_180-2000	2010-04-19T11:47	-9.4153	66.303	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	048	SRF	180-2000	180	2000	SRF	meso	048 SRF	Trades	Non polar	9.4153	no	no	no
TARA_N000000119	TARA_049_SRF_0.8-20	2010-04-23T10:10	-16.8084	59.5043	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	049	SRF	0.8-20	0.8	20	SRF	piconano	049 SRF	Trades	Non polar	16.8084	yes	no	yes
TARA_N000000120	TARA_049_SRF_20-180	2010-04-23T10:50	-16.8083	59.5043	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	049	SRF	20-180	20	180	SRF	micro	049 SRF	Trades	Non polar	16.8083	yes	no	yes
TARA_N000000121	TARA_049_SRF_180-2000	2010-04-23T12:35	-16.8082	59.5043	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	049	SRF	180-2000	180	2000	SRF	meso	049 SRF	Trades	Non polar	16.8082	yes	no	yes
TARA_N000000126	TARA_050_SRF_5-20	2010-05-09T05:30	-21.4966	56.9011	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	050	SRF	5-20	5	20	SRF	nano	050 SRF	Trades	Non polar	21.4966	yes	no	no
TARA_N000000147	TARA_050_SRF_5-20	2010-05-09T05:30	-21.4966	56.9011	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	050	SRF	5-20	5	20	SRF	nano	050 SRF	Trades	Non polar	21.4966	no	no	no
TARA_N000000149	TARA_050_DCM_5-20	2010-05-09T13:13:11	-21.4612	56.7654	120	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	050	DCM	5-20	5	20	MIX/DCM	nano	050 MIX/DCM	Trades	Non polar	21.4612	yes	no	no
TARA_N000000151	TARA_050_SRF_0.8-5	2010-05-09T05:30	-21.4966	56.9011	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	050	SRF	0.8-5	0.8	5	SRF	piconano	050 SRF	Trades	Non polar	21.4966	yes	no	no
TARA_N000000152	TARA_050_DCM_0.8-5	2010-05-09T13:13:11	-21.4612	56.7654	120	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	050	DCM	0.8-5	0.8	5	MIX/DCM	piconano	050 MIX/DCM	Trades	Non polar	21.4612	yes	no	no
TARA_N000000156	TARA_050_SRF_180-2000	2010-05-09T05:50	-21.493	56.8858	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	050	SRF	180-2000	180	2000	SRF	meso	050 SRF	Trades	Non polar	21.493	yes	no	no
TARA_N000000160	TARA_050_DCM_180-2000	2010-05-09T11:17	-21.4792	56.8467	120	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	050	DCM	180-2000	180	2000	MIX/DCM	meso	050 MIX/DCM	Trades	Non polar	21.4792	yes	no	no
TARA_N000000163	TARA_050_SRF_20-180	2010-05-09T08:05	-21.4788	56.8291	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	050	SRF	20-180	20	180	SRF	micro	050 SRF	Trades	Non polar	21.4788	yes	no	no
TARA_N000000164	TARA_050_SRF_20-180	2010-05-09T08:05	-21.4788	56.8291	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	050	SRF	20-180	20	180	SRF	micro	050 SRF	Trades	Non polar	21.4788	no	no	no
TARA_N000000184	TARA_051_SRF_5-20	2010-05-11T07:23	-21.4593	54.3041	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	051	SRF	5-20	5	20	SRF	nano	051 SRF	Trades	Non polar	21.4593	yes	no	no
TARA_N000000189	TARA_051_SRF_180-2000	2010-05-11T04:05	-21.4994	54.3486	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	051	SRF	180-2000	180	2000	SRF	meso	051 SRF	Trades	Non polar	21.4994	yes	no	no
TARA_N000000193	TARA_051_DCM_180-2000	2010-05-11T09:45	-21.4836	54.3312	85	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	051	DCM	180-2000	180	2000	MIX/DCM	meso	051 MIX/DCM	Trades	Non polar	21.4836	yes	no	no
TARA_N000000196	TARA_051_SRF_20-180	2010-05-11T05:55	-21.4752	54.3236	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	051	SRF	20-180	20	180	SRF	micro	051 SRF	Trades	Non polar	21.4752	yes	no	no
TARA_N000000200	TARA_051_DCM_20-180	2010-05-11T10:40	-21.4689	54.3066	80	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	051	DCM	20-180	20	180	MIX/DCM	micro	051 MIX/DCM	Trades	Non polar	21.4689	yes	no	no
TARA_N000000205	TARA_051_DCM_5-20	2010-05-11T10:40	-21.4689	54.3066	80	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	051	DCM	5-20	5	20	MIX/DCM	nano	051 MIX/DCM	Trades	Non polar	21.4689	yes	no	no
TARA_N000000215	TARA_051_SRF_0.8-5	2010-05-11T03:42	-21.5043	54.3563	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	051	SRF	0.8-5	0.8	5	SRF	piconano	051 SRF	Trades	Non polar	21.5043	yes	no	no
TARA_N000000217	TARA_051_DCM_0.8-5	2010-05-11T10:40	-21.4689	54.3066	80	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	051	DCM	0.8-5	0.8	5	MIX/DCM	piconano	051 MIX/DCM	Trades	Non polar	21.4689	yes	no	no
TARA_N000000228	TARA_051_DCM_5-20	2010-05-11T10:40	-21.4689	54.3066	80	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	051	DCM	5-20	5	20	MIX/DCM	nano	051 MIX/DCM	Trades	Non polar	21.4689	no	no	no
TARA_N000000238	TARA_044_SRF_0.8-20	2010-04-11T03:54	2.815	71.534	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	044	SRF	0.8-20	0.8	20	SRF	piconano	044 SRF	Trades	Non polar	2.815	yes	no	no
