sample_id_pangaea	sample_material	event_date	event_latitude	event_longitude	depth_nominal	marine_biome	ocean_region	biogeo_province	station	depth	size_fraction	lower_size_fraction	upper_size_fraction	depthplot	sizeplot	station_plot	biomeplot	polar	abs_lat	uniq	complete	coral_station
TARA_N000001725	TARA_106_MES_3->	2011-05-04T12:45:46	0.0063	-84.585	380	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	106	MES	3->	3		MES	nano	106 MES	Coastal	Non polar	0.0063	yes	no	no
TARA_N000001727	TARA_109_SRF_0.8->	2011-05-12T14:00	1.9928	-84.5766	5	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	109	SRF	0.8->	0.8		SRF	piconano	109 SRF	Coastal	Non polar	1.9928	yes	yes	no
TARA_N000001728	TARA_109_DCM_0.8->	2011-05-12T22:15	2.0299	-84.5546	30	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	109	DCM	0.8->	0.8		MIX/DCM	piconano	109 MIX/DCM	Coastal	Non polar	2.0299	yes	no	no
TARA_N000001730	TARA_109_SRF_0.8-5	2011-05-12T14:00	1.9928	-84.5766	5	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	109	SRF	0.8-5	0.8	5	SRF	piconano	109 SRF	Coastal	Non polar	1.9928	no	no	no
TARA_N000001732	TARA_109_DCM_0.8-5	2011-05-12T22:15	2.0299	-84.5546	30	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	109	DCM	0.8-5	0.8	5	MIX/DCM	piconano	109 MIX/DCM	Coastal	Non polar	2.0299	no	no	no
TARA_N000001734	TARA_109_SRF_5-20	2011-05-12T16:31	2.0399	-84.5599	5	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	109	SRF	5-20	5	20	SRF	nano	109 SRF	Coastal	Non polar	2.0399	yes	yes	no
TARA_N000001736	TARA_109_DCM_5-20	2011-05-12T22:15	2.0299	-84.5546	30	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	109	DCM	5-20	5	20	MIX/DCM	nano	109 MIX/DCM	Coastal	Non polar	2.0299	yes	no	no
TARA_N000001738	TARA_109_SRF_20-180	2011-05-12T14:00	1.9958	-84.576	5	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	109	SRF	20-180	20	180	SRF	micro	109 SRF	Coastal	Non polar	1.9958	yes	yes	no
TARA_N000001740	TARA_109_DCM_20-180	2011-05-13T20:14	2.0218	-84.5652	40	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	109	DCM	20-180	20	180	MIX/DCM	micro	109 MIX/DCM	Coastal	Non polar	2.0218	yes	no	no
TARA_N000001742	TARA_109_SRF_180-2000	2011-05-12T17:55	2.0574	-84.5546	5	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	109	SRF	180-2000	180	2000	SRF	meso	109 SRF	Coastal	Non polar	2.0574	yes	yes	no
TARA_N000001746	TARA_110_SRF_0.8->	2011-05-21T12:27	-2.0133	-84.589	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	110	SRF	0.8->	0.8		SRF	piconano	110 SRF	Trades	Non polar	2.0133	yes	yes	no
TARA_N000001748	TARA_110_DCM_0.8->	2011-05-21T21:00	-1.9002	-84.6265	50	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	110	DCM	0.8->	0.8		MIX/DCM	piconano	110 MIX/DCM	Trades	Non polar	1.9002	yes	no	no
TARA_N000001750	TARA_110_SRF_0.8-5	2011-05-21T12:27	-2.0133	-84.589	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	110	SRF	0.8-5	0.8	5	SRF	piconano	110 SRF	Trades	Non polar	2.0133	no	no	no
TARA_N000001752	TARA_110_DCM_0.8-5	2011-05-21T21:00	-1.9002	-84.6265	50	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	110	DCM	0.8-5	0.8	5	MIX/DCM	piconano	110 MIX/DCM	Trades	Non polar	1.9002	no	no	no
TARA_N000001754	TARA_110_SRF_5-20	2011-05-21T12:27	-2.0133	-84.589	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	110	SRF	5-20	5	20	SRF	nano	110 SRF	Trades	Non polar	2.0133	yes	yes	no
TARA_N000001756	TARA_110_DCM_5-20	2011-05-21T21:00	-1.9002	-84.6265	50	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	110	DCM	5-20	5	20	MIX/DCM	nano	110 MIX/DCM	Trades	Non polar	1.9002	yes	no	no
TARA_N000001758	TARA_110_SRF_20-180	2011-05-21T14:32	-1.9778	-84.5992	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	110	SRF	20-180	20	180	SRF	micro	110 SRF	Trades	Non polar	1.9778	yes	yes	no
TARA_N000001762	TARA_110_SRF_180-2000	2011-05-21T16:07	-1.9389	-84.611	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	110	SRF	180-2000	180	2000	SRF	meso	110 SRF	Trades	Non polar	1.9389	yes	yes	no
TARA_N000001764	TARA_110_DCM_180-2000	2011-05-22T20:50	-1.8155	-84.629	50	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	110	DCM	180-2000	180	2000	MIX/DCM	meso	110 MIX/DCM	Trades	Non polar	1.8155	yes	no	no
TARA_N000001765	TARA_110_DCM_180-2000	2011-05-22T20:50	-1.8155	-84.629	50	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	110	DCM	180-2000	180	2000	MIX/DCM	meso	110 MIX/DCM	Trades	Non polar	1.8155	no	no	no
TARA_N000001784	TARA_109_MES_0.8-3	2011-05-13T16:08:58	2.0649	-84.5546	380	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	109	MES	0.8-3	0.8	3	MES	piconano	109 MES	Coastal	Non polar	2.0649	yes	no	no
TARA_N000001785	TARA_109_MES_3->	2011-05-13T16:08:58	2.0649	-84.5546	380	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	109	MES	3->	3		MES	nano	109 MES	Coastal	Non polar	2.0649	yes	no	no
TARA_N000001796	TARA_109_DCM_20-180	2011-05-13T20:14	2.0218	-84.5652	40	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	109	DCM	20-180	20	180	MIX/DCM	micro	109 MIX/DCM	Coastal	Non polar	2.0218	no	no	no
TARA_N000001803	TARA_110_MES_3->	2011-05-22T13:20	-1.8902	-84.6141	380	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	110	MES	3->	3		MES	nano	110 MES	Trades	Non polar	1.8902	yes	no	no
TARA_N000001804	TARA_110_MES_0.8-3	2011-05-22T13:20	-1.8902	-84.6141	380	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	110	MES	0.8-3	0.8	3	MES	piconano	110 MES	Trades	Non polar	1.8902	yes	no	no
TARA_N000001806	TARA_111_MES_0.8-3	2011-06-01T16:00:59	-16.9486	-100.6715	350	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	111	MES	0.8-3	0.8	3	MES	piconano	111 MES	Trades	Non polar	16.9486	yes	no	no
TARA_N000001808	TARA_111_MES_0.8-3	2011-06-01T16:00:59	-16.9486	-100.6715	350	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	111	MES	0.8-3	0.8	3	MES	piconano	111 MES	Trades	Non polar	16.9486	no	no	no
TARA_N000001809	TARA_111_MES_3->	2011-06-01T16:00:59	-16.9486	-100.6715	350	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	111	MES	3->	3		MES	nano	111 MES	Trades	Non polar	16.9486	yes	no	no
TARA_N000001810	TARA_111_SRF_0.8->	2011-05-31T14:25	-16.9601	-100.6335	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	111	SRF	0.8->	0.8		SRF	piconano	111 SRF	Trades	Non polar	16.9601	yes	yes	no
TARA_N000001812	TARA_111_SRF_0.8-5	2011-05-31T14:25	-16.9601	-100.6335	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	111	SRF	0.8-5	0.8	5	SRF	piconano	111 SRF	Trades	Non polar	16.9601	no	no	no
TARA_N000001814	TARA_111_DCM_0.8->	2011-05-31T20:28:10	-16.9587	-100.6751	90	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	111	DCM	0.8->	0.8		MIX/DCM	piconano	111 MIX/DCM	Trades	Non polar	16.9587	yes	yes	no
TARA_N000001816	TARA_111_DCM_0.8-5	2011-05-31T20:28:10	-16.9587	-100.6751	90	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	111	DCM	0.8-5	0.8	5	MIX/DCM	piconano	111 MIX/DCM	Trades	Non polar	16.9587	no	no	no
TARA_N000001818	TARA_111_SRF_5-20	2011-05-31T14:25	-16.9601	-100.6335	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	111	SRF	5-20	5	20	SRF	nano	111 SRF	Trades	Non polar	16.9601	yes	yes	no
TARA_N000001820	TARA_111_DCM_5-20	2011-05-31T20:28:10	-16.9587	-100.6751	90	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	111	DCM	5-20	5	20	MIX/DCM	nano	111 MIX/DCM	Trades	Non polar	16.9587	yes	yes	no
TARA_N000001823	TARA_111_SRF_20-180	2011-05-31T15:41	-16.9581	-100.6588	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	111	SRF	20-180	20	180	SRF	micro	111 SRF	Trades	Non polar	16.9581	yes	yes	no
TARA_N000001824	TARA_111_DCM_20-180	2011-06-01T22:20	-16.9763	-100.6794	90	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	111	DCM	20-180	20	180	MIX/DCM	micro	111 MIX/DCM	Trades	Non polar	16.9763	yes	yes	no
TARA_N000001826	TARA_111_SRF_180-2000	2011-05-31T17:08	-16.9554	-100.6911	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	111	SRF	180-2000	180	2000	SRF	meso	111 SRF	Trades	Non polar	16.9554	yes	yes	no
TARA_N000001828	TARA_111_DCM_180-2000	2011-06-01T21:56	-16.9741	-100.6683	90	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	111	DCM	180-2000	180	2000	MIX/DCM	meso	111 MIX/DCM	Trades	Non polar	16.9741	yes	yes	no
TARA_N000001846	TARA_112_MES_0.8-3	2011-06-15T18:43:16	-23.2232	-129.5986	696	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	112	MES	0.8-3	0.8	3	MES	piconano	112 MES	Trades	Non polar	23.2232	yes	no	no
TARA_N000001847	TARA_112_MES_3->	2011-06-15T18:43:16	-23.2232	-129.5986	696	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	112	MES	3->	3		MES	nano	112 MES	Trades	Non polar	23.2232	yes	no	no
TARA_N000001860	TARA_112_DCM_5-20	2011-06-15T00:55:48	-23.2189	-129.4997	155	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	112	DCM	5-20	5	20	MIX/DCM	nano	112 MIX/DCM	Trades	Non polar	23.2189	yes	yes	no
TARA_N000001870	TARA_112_SRF_0.8-5	2011-06-14T16:45	-23.2811	-129.3947	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	112	SRF	0.8-5	0.8	5	SRF	piconano	112 SRF	Trades	Non polar	23.2811	yes	yes	no
TARA_N000001872	TARA_112_DCM_0.8-5	2011-06-15T00:55:48	-23.2189	-129.4997	155	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	112	DCM	0.8-5	0.8	5	MIX/DCM	piconano	112 MIX/DCM	Trades	Non polar	23.2189	yes	yes	no
TARA_N000001874	TARA_112_SRF_5-20	2011-06-14T16:45	-23.2811	-129.3947	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	112	SRF	5-20	5	20	SRF	nano	112 SRF	Trades	Non polar	23.2811	yes	yes	no
TARA_N000001876	TARA_112_DCM_5-20	2011-06-15T00:55:48	-23.2189	-129.4997	155	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	112	DCM	5-20	5	20	MIX/DCM	nano	112 MIX/DCM	Trades	Non polar	23.2189	no	no	no
TARA_N000001878	TARA_112_SRF_20-180	2011-06-15T20:34	-23.2166	-129.6234	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	112	SRF	20-180	20	180	SRF	micro	112 SRF	Trades	Non polar	23.2166	yes	yes	no
TARA_N000001880	TARA_112_DCM_20-180	2011-06-15T21:00	-23.2142	-129.6312	170	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	112	DCM	20-180	20	180	MIX/DCM	micro	112 MIX/DCM	Trades	Non polar	23.2142	yes	yes	no
TARA_N000001882	TARA_112_SRF_180-2000	2011-06-14T18:50	-23.2545	-129.4465	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	112	SRF	180-2000	180	2000	SRF	meso	112 SRF	Trades	Non polar	23.2545	yes	yes	no
TARA_N000001884	TARA_112_DCM_180-2000	2011-06-14T19:20	-23.2488	-129.4608	165	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	112	DCM	180-2000	180	2000	MIX/DCM	meso	112 MIX/DCM	Trades	Non polar	23.2488	yes	yes	no
TARA_N000001894	TARA_113_SRF_0.8->	2011-06-19T17:12	-23.1108	-134.9327	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	113	SRF	0.8->	0.8		SRF	piconano	113 SRF	Trades	Non polar	23.1108	yes	no	yes
TARA_N000001896	TARA_113_SRF_0.8-5	2011-06-19T17:12	-23.1108	-134.9327	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	113	SRF	0.8-5	0.8	5	SRF	piconano	113 SRF	Trades	Non polar	23.1108	no	no	yes
TARA_N000001898	TARA_113_SRF_5-20	2011-06-19T19:25	-23.1107	-134.9329	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	113	SRF	5-20	5	20	SRF	nano	113 SRF	Trades	Non polar	23.1107	yes	no	yes
TARA_N000001900	TARA_113_SRF_20-180	2011-06-19T20:00	-23.1107	-134.9326	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	113	SRF	20-180	20	180	SRF	micro	113 SRF	Trades	Non polar	23.1107	yes	no	yes
TARA_N000001902	TARA_113_SRF_180-2000	2011-06-19T22:03	-23.1162	-134.9329	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	113	SRF	180-2000	180	2000	SRF	meso	113 SRF	Trades	Non polar	23.1162	yes	no	yes
TARA_N000001904	TARA_114_SRF_20-180	2011-06-26T06:26	-23.1594	-134.9238	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	114	SRF	20-180	20	180	SRF	micro	114 SRF	Trades	Non polar	23.1594	yes	no	yes
TARA_N000001905	TARA_114_SRF_180-2000	2011-06-26T18:37	-23.1594	-134.9245	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	114	SRF	180-2000	180	2000	SRF	meso	114 SRF	Trades	Non polar	23.1594	yes	no	yes
TARA_N000001906	TARA_114_SRF_0.8->	2011-06-26T22:44	-23.1595	-134.9236	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	114	SRF	0.8->	0.8		SRF	piconano	114 SRF	Trades	Non polar	23.1595	yes	no	yes
TARA_N000001908	TARA_116_SRF_0.8->	2011-06-30T05:05	-23.2329	-134.9606	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	116	SRF	0.8->	0.8		SRF	piconano	116 SRF	Trades	Non polar	23.2329	yes	no	yes
TARA_N000001910	TARA_116_SRF_20-180	2011-06-30T05:57	-23.2229	-134.9607	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	116	SRF	20-180	20	180	SRF	micro	116 SRF	Trades	Non polar	23.2229	yes	no	yes
TARA_N000001911	TARA_116_SRF_180-2000	2011-06-30T06:31	-23.233	-134.9608	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	116	SRF	180-2000	180	2000	SRF	meso	116 SRF	Trades	Non polar	23.233	yes	no	yes
TARA_N000001912	TARA_115_SRF_0.8->	2011-06-28T17:50	-23.2317	-134.9611	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	115	SRF	0.8->	0.8		SRF	piconano	115 SRF	Trades	Non polar	23.2317	yes	no	yes
TARA_N000001914	TARA_115_SRF_20-180	2011-06-28T19:08	-23.2318	-134.9279	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	115	SRF	20-180	20	180	SRF	micro	115 SRF	Trades	Non polar	23.2318	yes	no	yes
TARA_N000001915	TARA_115_SRF_180-2000	2011-06-28T20:29	-23.2319	-134.9617	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	115	SRF	180-2000	180	2000	SRF	meso	115 SRF	Trades	Non polar	23.2319	yes	no	yes
TARA_N000001916	TARA_117_SRF_0.8->	2011-07-01T06:27	-23.1571	-135.018	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	117	SRF	0.8->	0.8		SRF	piconano	117 SRF	Trades	Non polar	23.1571	yes	no	yes
TARA_N000001918	TARA_117_SRF_20-180	2011-07-01T07:44	-23.1571	-135.031	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	117	SRF	20-180	20	180	SRF	micro	117 SRF	Trades	Non polar	23.1571	yes	no	yes
TARA_N000001919	TARA_117_SRF_180-2000	2011-07-01T08:46	-23.1571	-135.0182	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	117	SRF	180-2000	180	2000	SRF	meso	117 SRF	Trades	Non polar	23.1571	yes	no	yes
TARA_N000001920	TARA_118_SRF_0.8->	2011-07-01T21:08	-23.1571	-135.018	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	118	SRF	0.8->	0.8		SRF	piconano	118 SRF	Trades	Non polar	23.1571	yes	no	yes
TARA_N000001922	TARA_118_SRF_20-180	2011-07-01T22:03	-23.1571	-135.0182	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	118	SRF	20-180	20	180	SRF	micro	118 SRF	Trades	Non polar	23.1571	yes	no	yes
TARA_N000001923	TARA_118_SRF_180-2000	2011-07-01T22:48	-23.1571	-135.0181	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	118	SRF	180-2000	180	2000	SRF	meso	118 SRF	Trades	Non polar	23.1571	yes	no	yes
TARA_N000001924	TARA_119_SRF_0.8->	2011-07-06T04:05	-23.0244	-134.9228	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	119	SRF	0.8->	0.8		SRF	piconano	119 SRF	Trades	Non polar	23.0244	yes	no	yes
TARA_N000001926	TARA_119_SRF_20-180	2011-07-06T06:36	-23.0244	-134.9228	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	119	SRF	20-180	20	180	SRF	micro	119 SRF	Trades	Non polar	23.0244	yes	no	yes
TARA_N000001927	TARA_119_SRF_180-2000	2011-07-06T07:17	-23.0246	-134.9231	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	119	SRF	180-2000	180	2000	SRF	meso	119 SRF	Trades	Non polar	23.0246	yes	no	yes
TARA_N000001928	TARA_120_SRF_0.8->	2011-07-06T18:44	-23.0242	-134.9232	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	120	SRF	0.8->	0.8		SRF	piconano	120 SRF	Trades	Non polar	23.0242	yes	no	yes
TARA_N000001930	TARA_120_SRF_20-180	2011-07-06T17:53	-23.0246	-134.9235	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	120	SRF	20-180	20	180	SRF	micro	120 SRF	Trades	Non polar	23.0246	yes	no	yes
TARA_N000001931	TARA_120_SRF_180-2000	2011-07-06T18:39	-23.0244	-134.9233	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	120	SRF	180-2000	180	2000	SRF	meso	120 SRF	Trades	Non polar	23.0244	yes	no	yes
TARA_N000001932	TARA_121_SRF_0.8->	2011-07-09T17:47	-23.073	-135.018	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	121	SRF	0.8->	0.8		SRF	piconano	121 SRF	Trades	Non polar	23.073	yes	no	yes
TARA_N000001934	TARA_121_SRF_20-180	2011-07-09T18:45	-23.0731	-135.018	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	121	SRF	20-180	20	180	SRF	micro	121 SRF	Trades	Non polar	23.0731	yes	no	yes
TARA_N000001935	TARA_121_SRF_180-2000	2011-07-09T19:28	-23.0731	-135.0179	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	121	SRF	180-2000	180	2000	SRF	meso	121 SRF	Trades	Non polar	23.0731	yes	no	yes
TARA_N000001937	TARA_122_SRF_0.8->	2011-07-26T17:10	-8.9971	-139.1963	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	122	SRF	0.8->	0.8		SRF	piconano	122 SRF	Trades	Non polar	8.9971	yes	yes	no
TARA_N000001938	TARA_122_SRF_0.8-5	2011-07-26T17:10	-8.9971	-139.1963	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	122	SRF	0.8-5	0.8	5	SRF	piconano	122 SRF	Trades	Non polar	8.9971	no	no	no
TARA_N000001941	TARA_122_SRF_20-180	2011-07-26T23:30	-9.006	-139.206	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	122	SRF	20-180	20	180	SRF	micro	122 SRF	Trades	Non polar	9.006	yes	yes	no
TARA_N000001942	TARA_122_SRF_180-2000	2011-07-26T21:42	-8.9948	-139.2172	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	122	SRF	180-2000	180	2000	SRF	meso	122 SRF	Trades	Non polar	8.9948	yes	yes	no
TARA_N000001943	TARA_122_SRF_5-20	2011-07-27T01:27	-8.996	-139.2815	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	122	SRF	5-20	5	20	SRF	nano	122 SRF	Trades	Non polar	8.996	yes	yes	no
