station	depth	Temperature	Ammonium.5m	NO2.5m	NO3.5m	NH4toDIN.5m	Iron.5m	Si	PO4	ChlorophyllA	abslat
139	SRF	26.396617	0.0163442466097573	0.0415434655733407	3.95397466421127	0.00407397988174424	4.50406525942526e-06	3.454	0.55525	0.348423	6.4888
140	SRF	26.555663	0.0178455666949352	0.0158674306391428	1.65734760851289	0.0105528841682154	3.48385324286937e-05	0.63375	0.09345	0.182274	7.4172
141	SRF	27.1673	0.00802205262395243	0.0179030975947777	0.02521436351041	0.156866032525087	0.00137891847407445	1.1195	0.0132	0.094165	9.84596666666667
142	SRF	24.98456	0.00934025567645828	0.0434836197334031	0.254889735331138	0.0303537294108187	0.00116824960180869	1.218	0.003	0.123459	25.5578
143	SRF	24.812165	0.00638307747431099	0.0187819297425449	0.0890094578887026	0.055906348835614	0.00124196626711637	1.256	0.0065	0.09842	29.702825
144	SRF	22.939295	0.00850982312113047	0.053873828612268	1.54582562173406	0.00529148989595269	0.00100284196863261	1.14325	0	0.132109	36.35055
145	SRF	13.993715	0.0131308049894869	0.11478065730383	2.42271615068118	0.0051480682333608	0.00089459921582602	2.41425	0.33275	0.169817	39.2134
146	SRF	19.312775	0.00564043200574815	0.0351528713169197	0.618737520029148	0.00855218862566997	0.00110593110245342	0.944	NA	0.126112	34.76255
147	SRF	20.150733	0.0063277167112877	0.0597866928825776	0.754704962174098	0.00770902457828015	0.00107623440756773	0.797	0.001	0.1004	33.0101
148	SRF	20.481195	0.00639683147892356	0.026643260071675	0.215206315740943	0.0257680727335204	0.00104127096710727	0.728	0.0015	0.120903	31.7599
149	SRF	18.82554	0.011274376573662	0.0692057036794722	0.470016162299241	0.0204803878794674	0.00098384377391388	NA	NA	0.156401	34.078175
150	SRF	17.627142	0.0134359668008983	0.0238127287787696	0.0964772223718076	0.100473917148759	0.00110077684318336	0.8358	0.0055	0.191003	35.901675
151	SRF	17.303005	0.0210448717698455	0.0361690705564494	0.306125076972724	0.0579207589937543	0.00129950981742392	0.6545	0.0125	0.111686	36.156125
152	SRF	14.31675	0.0225599464029074	0.0529231587424874	0.325422209803946	0.05627250515688	0.000994761930390571	1.236	0.1595	0.191493	43.684475
155	SRF	11.094975	0.00718920450890437	0.0101297681061017	0.689068984091894	0.0101774165890648	0.000426155762397684	0.967928	0.401861	0.8093975	54.5530666666667
158	SRF	8.47447	0.0237013849352176	0.0327859098712603	5.40594208240509	0.00433898240114485	0.000599484250415117	4.012069	0.356899	1.174328	67.1259
163	SRF	1.899612	0.0145570523648833	0.0189391774280618	11.7432579994202	0.0012360835661131	0.000874156539794058	4.18531	0.290483	2.780097	76.18485
168	SRF	7.48766	0.00697931119551261	0.00160999117982404	0.0414304937197206	0.139530980539168	0.000430005408513049	1.725127	0	0.825342	72.5837
173	SRF	-0.160312	0.00408161628486899	0.0206187068639944	6.2408983707428	0.000651432765530956	0.00121553147134061	0.273079	0.056871	0.417069	78.9405666666667
175	SRF	1.365705	0.00058937332869391	0.00329365434784753	6.75046539306641	8.7258354467459e-05	0.0010933797651281	0.523062	0.063634	1.019477	79.2168333333333
178	SRF	1.325833	0.0034283140169767	0.021517910528928	5.08855684598287	0.000670443328123823	0.00132850349958365	0.244154	0.047034	0.119264	77.2317666666667
180	SRF	2.507887	0.00347439909819514	0.0166713395155966	2.74298050006231	0.0012574159839544	0.00138765590963885	11.775524	0.238302	0.547446	74.8041666666667
188	SRF	-1.6497375	0.00225790410892538	0.0107508251579323	4.44297659397125	0.00050671264493407	0.00130413905329381	0.465648	0.216027	1.417326	78.295
189	SRF	0.10149	0.000620583539178673	0.00842355004472969	4.56070709228516	0.000135802477750996	0.00127005092023561	NA	NA	0.815481	77.9252666666667
191	SRF	1.48885	0.00026044325828245	0.00879067892416666	7.26876378059387	3.57859140087634e-05	0.00136062200181186	19.646147	1.195806	0.431723	71.5692
193	SRF	2.4534	0.0060298527047659	0.0959244507054488	14.0349630514781	0.00042653235874516	0.00070253733156278	30.149509	1.614977	0.58652	71.1087333333333
194	SRF	-0.585333	0.00294342708851521	0.0864545510460933	12.0937034289042	0.000241599161836956	0.000713809480657801	1.424261	0.361653	0.404899	73.3820333333333
196	SRF	2.5694	0.0284538995474577	0.258621321370204	3.97937967876593	0.006669213718764	0.000241070599561984	2.822912	0.430504	0.485962	71.9071333333333
201	SRF	-1.32986	0.000747411436653541	0.01022430837232	6.63455661137899	0.00011246832447405	0.000958759172741945	2.062045	0.526245	0.79676	74.312
205	SRF	-0.479225	0.0189475159471234	0.152390116204818	1.68481968839963	0.0102079256630537	0.000596423279300022	0.298067	0.560568	1.1319	72.4585666666667
206	SRF	1.445315	0.0227937546248237	0.193231910467148	0.170150638868411	0.0590242187080492	0.000494335637389061	1.04231	0.220883	0.771475	70.9552
208	SRF	3.1965	0.0204536275317272	0.259672788282235	0.480761975049973	0.0268812453670157	0.000453137031096655	0.819597	0.312072	0.39292	69.1161666666667
209	SRF	2.496125	0.0294335763901472	0.298488219579061	0.505696425835292	0.0353082209820624	0.000488830803078599	NA	NA	0.825917	64.7439
210	SRF	5.295265	0.0351793064425389	0.348001956939697	2.06166781981786	0.0143891525592624	0.000208521467963389	2.252584	0.511975	0.613636	61.5302666666667
